,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,16,2018/10/23 16:17,5824,乗客アプリ（目的地から）,3821,531,4,4,,2018/10/23 16:21,2018/10/23 16:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/10/23 16:21,2018/10/23 16:21,2018/10/23 16:40,2018/10/23 16:40,,2018/10/23 16:17,0:15:20,1:01:20,,00,04,,,,,
-,-,16,2018/10/23 16:18,5825,乗客アプリ（地図から）,1584,1193,1,1,,2018/10/23 16:22,2018/10/23 16:27,35.45435 139.631762,横浜ロイヤルパークホテル,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 16:21,2018/10/23 16:21,2018/10/23 16:29,2018/10/23 16:29,,2018/10/23 16:18,0:05:13,0:05:13,,01,03,,,,,
-,-,16,2018/10/23 16:21,5826,まちかど設置端末（地図から）,0,1185,5,1,,2018/10/23 16:24,2018/10/23 16:34,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 16:26,2018/10/23 16:26,2018/10/23 16:34,2018/10/23 16:41,,2018/10/23 16:21,0:09:40,0:09:40,,00,02,,,,,
-,-,16,2018/10/23 16:25,5827,乗客アプリ（目的地から）,1663,708,5,1,,2018/10/23 16:28,2018/10/23 16:37,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 16:31,2018/10/23 16:31,2018/10/23 16:47,2018/10/23 16:47,,2018/10/23 16:25,0:09:33,0:09:33,,00,03,,,,,
-,-,16,2018/10/23 16:27,5828,乗客アプリ（目的地から）,2306,746,3,1,,2018/10/23 16:32,2018/10/23 16:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 16:35,2018/10/23 16:36,2018/10/23 16:43,2018/10/23 16:44,,2018/10/23 16:27,0:04:17,0:04:17,,00,05,,,,,
-,-,16,2018/10/23 16:30,5830,乗客アプリ（目的地から）,2160,626,4,1,,2018/10/23 16:34,2018/10/23 16:47,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 16:33,2018/10/23 16:33,2018/10/23 16:49,2018/10/23 16:49,,2018/10/23 16:30,0:12:46,0:12:46,,01,04,,,,,
★,-,16,2018/10/23 16:30,5831,乗客アプリ（目的地から）,3325,1057,3,3,,2018/10/23 17:26,2018/10/23 17:32,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/23 17:30,2018/10/23 17:30,2018/10/23 17:38,2018/10/23 17:38,2018/10/23 17:30,2018/10/23 17:30,0:06:21,0:19:03,,00,00,,,,,
-,-,16,2018/10/23 16:33,5832,乗客アプリ（地図から）,1666,773,6,1,,2018/10/23 16:38,2018/10/23 16:46,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 16:38,2018/10/23 16:38,2018/10/23 16:48,2018/10/23 16:48,,2018/10/23 16:33,0:07:46,0:07:46,,00,04,,,,,
-,-,16,2018/10/23 16:36,5833,乗客アプリ（地図から）,2051,311,4,1,,2018/10/23 16:37,2018/10/23 16:51,35.441441 139.648505,横浜中華街朱雀門,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 16:38,2018/10/23 16:38,2018/10/23 16:56,2018/10/23 16:56,,2018/10/23 16:36,0:13:49,0:13:49,,00,01,,,,,
-,-,16,2018/10/23 16:37,5834,乗客アプリ（目的地から）,3823,719,7,3,,2018/10/23 16:44,2018/10/23 16:50,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 16:40,2018/10/23 16:45,2018/10/23 16:51,2018/10/23 16:57,,2018/10/23 16:37,0:05:49,0:17:27,,04,07,,,,,
★,-,16,2018/10/23 16:38,5835,乗客アプリ（地図から）,2554,1031,5,1,,2018/10/23 17:39,2018/10/23 17:55,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 17:38,2018/10/23 17:38,2018/10/23 17:51,2018/10/23 17:51,2018/10/23 17:38,2018/10/23 17:38,0:16:34,0:16:34,,01,01,,,,,
-,-,16,2018/10/23 16:38,5837,まちかど設置端末（地図から）,0,671,1,1,,2018/10/23 16:43,2018/10/23 16:51,35.443704 139.651332,ホテルメルパルク横浜,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 16:45,2018/10/23 16:45,2018/10/23 16:55,2018/10/23 16:55,,2018/10/23 16:38,0:07:56,0:07:56,,00,05,,,,,
-,-,16,2018/10/23 16:40,5838,まちかど設置端末（地図から）,0,928,7,1,,2018/10/23 16:43,2018/10/23 16:52,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/23 16:44,2018/10/23 16:44,2018/10/23 17:00,2018/10/23 17:00,,2018/10/23 16:40,0:09:17,0:09:17,,00,02,,,,,
-,-,16,2018/10/23 16:46,5839,まちかど設置端末（地図から）,0,1035,1,1,,2018/10/23 16:54,2018/10/23 16:56,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 16:56,2018/10/23 16:56,2018/10/23 16:59,2018/10/23 16:59,,2018/10/23 16:46,0:02:14,0:02:14,,00,07,,,,,
-,-,16,2018/10/23 16:49,5840,まちかど設置端末（店舗から）,0,1247,4,3,,2018/10/23 16:51,2018/10/23 17:03,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/23 16:52,2018/10/23 16:52,2018/10/23 17:06,2018/10/23 17:06,,2018/10/23 16:49,0:11:40,0:35:00,,00,02,,,,,
-,-,16,2018/10/23 16:53,5841,乗客アプリ（地図から）,3217,871,2,1,,2018/10/23 16:56,2018/10/23 17:07,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/23 16:56,2018/10/23 16:56,2018/10/23 17:10,2018/10/23 17:10,,2018/10/23 16:53,0:10:19,0:10:19,,00,03,,,,,
-,-,16,2018/10/23 16:57,5842,まちかど設置端末（店舗から）,0,971,3,2,,2018/10/23 17:04,2018/10/23 17:08,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 17:07,2018/10/23 17:07,2018/10/23 17:17,2018/10/23 17:17,,2018/10/23 16:57,0:03:57,0:07:54,,00,07,,,,,
★,-,16,2018/10/23 16:57,5843,乗客アプリ（目的地から）,3766,601,8,5,,2018/10/23 17:25,2018/10/23 17:35,35.45435 139.631762,横浜ロイヤルパークホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 17:27,2018/10/23 17:27,2018/10/23 17:42,2018/10/23 17:42,2018/10/23 17:27,2018/10/23 17:27,0:10:15,0:51:15,,00,00,,,,,
-,-,16,2018/10/23 16:57,5844,まちかど設置端末（地図から）,0,975,6,1,,2018/10/23 16:59,2018/10/23 17:03,35.445783 139.642958,横浜情報文化センター,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 16:59,2018/10/23 16:59,2018/10/23 17:06,2018/10/23 17:06,,2018/10/23 16:57,0:03:56,0:03:56,,00,01,,,,,
★,☆,16,2018/10/23 15:12,5804,乗客アプリ（簡単予約）,3814,1108,7,1,2018/10/23 15:16,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 16:20,,2018/10/23 16:29,,2018/10/23 16:12,2018/10/23 16:12,0:00:00,0:00:00,,00,07,,,,,
★,☆,16,2018/10/23 16:29,5829,乗客アプリ（目的地から）,3823,860,10,3,2018/10/23 16:36,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 17:00,,2018/10/23 17:12,,2018/10/23 16:59,2018/10/23 16:59,0:00:00,0:00:00,,00,01,,,,,
-,☆,16,2018/10/23 16:38,5836,まちかど設置端末（地図から）,0,825,7,1,2018/10/23 16:39,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 16:41,,2018/10/23 16:46,,,2018/10/23 16:38,0:00:00,0:00:00,,00,03,,,,,
-,-,17,2018/10/23 17:05,5845,乗客アプリ（地図から）,1751,1011,2,1,,2018/10/23 17:09,2018/10/23 17:15,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/23 17:12,2018/10/23 17:12,2018/10/23 17:20,2018/10/23 17:16,,2018/10/23 17:05,0:05:37,0:05:37,378,00,04,05,04,,,
★,-,17,2018/10/23 17:13,5846,乗客アプリ（簡単予約）,2161,600,2,1,,2018/10/23 18:22,2018/10/23 18:30,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:15,2018/10/23 18:18,2018/10/23 18:25,2018/10/23 18:29,2018/10/23 18:13,2018/10/23 18:13,0:08:08,0:08:08,,07,09,,,,,
-,-,17,2018/10/23 17:13,5847,乗客アプリ（地図から）,3763,1189,10,3,,2018/10/23 17:15,2018/10/23 17:19,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 17:15,2018/10/23 17:15,2018/10/23 17:28,2018/10/23 17:28,,2018/10/23 17:13,0:04:02,0:12:06,,00,01,,,,,
-,-,17,2018/10/23 17:17,5848,まちかど設置端末（地図から）,0,1080,4,1,,2018/10/23 17:21,2018/10/23 17:33,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 17:20,2018/10/23 17:22,2018/10/23 17:29,2018/10/23 17:37,,2018/10/23 17:17,0:12:03,0:12:03,,00,03,,,,,
★,-,17,2018/10/23 17:19,5849,乗客アプリ（地図から）,1605,996,10,1,,2018/10/23 17:45,2018/10/23 18:01,35.456605 139.635327,横浜ベイホテル東急,35.443908 139.635249,イセザキ・モール,2018/10/23 17:49,2018/10/23 17:49,2018/10/23 18:00,2018/10/23 18:10,2018/10/23 17:49,2018/10/23 17:49,0:16:26,0:16:26,,00,00,,,,,
-,-,17,2018/10/23 17:19,5850,まちかど設置端末（店舗から）,0,1004,4,2,,2018/10/23 17:28,2018/10/23 17:33,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 17:29,2018/10/23 17:29,2018/10/23 17:38,2018/10/23 17:38,,2018/10/23 17:19,0:05:32,0:11:04,,00,08,,,,,
-,-,17,2018/10/23 17:19,5851,乗客アプリ（目的地から）,3671,1033,9,4,,2018/10/23 17:24,2018/10/23 17:27,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 17:23,2018/10/23 17:23,2018/10/23 17:34,2018/10/23 17:34,,2018/10/23 17:19,0:02:47,0:11:08,,01,04,,,,,
-,-,17,2018/10/23 17:20,5852,乗客アプリ（目的地から）,3752,474,7,2,,2018/10/23 17:25,2018/10/23 17:31,35.450681 139.632446,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 17:23,2018/10/23 17:23,2018/10/23 17:34,2018/10/23 17:34,,2018/10/23 17:20,0:05:58,0:11:56,,02,05,,,,,
-,-,17,2018/10/23 17:22,5853,まちかど設置端末（店舗から）,0,527,6,1,,2018/10/23 17:29,2018/10/23 17:36,35.443073 139.651914,横浜人形の家,35.441441 139.648505,横浜中華街朱雀門,2018/10/23 17:31,2018/10/23 17:31,2018/10/23 17:36,2018/10/23 17:36,,2018/10/23 17:22,0:06:54,0:06:54,,00,07,,,,,
-,-,17,2018/10/23 17:23,5854,乗客アプリ（地図から）,1751,1140,2,1,,2018/10/23 17:32,2018/10/23 17:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.445783 139.642958,横浜情報文化センター,2018/10/23 17:32,2018/10/23 17:32,2018/10/23 17:38,2018/10/23 17:38,,2018/10/23 17:23,0:07:38,0:07:38,,00,09,,,,,
-,-,17,2018/10/23 17:24,5855,まちかど設置端末（店舗から）,0,1242,4,1,,2018/10/23 17:28,2018/10/23 17:39,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/10/23 17:28,2018/10/23 17:28,2018/10/23 17:43,2018/10/23 17:43,,2018/10/23 17:24,0:11:14,0:11:14,,00,04,,,,,
-,-,17,2018/10/23 17:25,5856,乗客アプリ（地図から）,1569,698,9,1,,2018/10/23 17:37,2018/10/23 17:45,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/23 17:36,2018/10/23 17:36,2018/10/23 17:47,2018/10/23 17:47,,2018/10/23 17:25,0:08:09,0:08:09,,00,12,,,,,
★,-,17,2018/10/23 17:31,5857,乗客アプリ（地図から）,3462,1225,7,1,,2018/10/23 17:56,2018/10/23 18:04,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.447541 139.644914,シルク博物館,2018/10/23 18:01,2018/10/23 18:01,2018/10/23 18:13,2018/10/23 18:13,2018/10/23 18:01,2018/10/23 18:01,0:08:07,0:08:07,,00,00,,,,,
★,-,17,2018/10/23 17:33,5858,乗客アプリ（目的地から）,3286,359,3,4,,2018/10/23 18:36,2018/10/23 18:46,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 18:36,2018/10/23 18:36,2018/10/23 18:53,2018/10/23 18:53,2018/10/23 18:33,2018/10/23 18:33,0:09:51,0:39:24,,00,03,,,,,
-,-,17,2018/10/23 17:33,5859,乗客アプリ（地図から）,3828,313,8,1,,2018/10/23 17:40,2018/10/23 18:02,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/10/23 17:39,2018/10/23 17:39,2018/10/23 17:53,2018/10/23 17:53,,2018/10/23 17:33,0:22:25,0:22:25,,01,06,,,,,
-,-,17,2018/10/23 17:35,5860,まちかど設置端末（店舗から）,0,1129,6,4,,2018/10/23 17:43,2018/10/23 17:49,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/23 17:41,2018/10/23 17:41,2018/10/23 17:53,2018/10/23 17:53,,2018/10/23 17:35,0:05:21,0:21:24,,01,07,,,,,
-,-,17,2018/10/23 17:38,5861,乗客アプリ（地図から）,3117,764,4,3,,2018/10/23 17:48,2018/10/23 17:54,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/23 17:49,2018/10/23 17:49,2018/10/23 18:00,2018/10/23 18:00,,2018/10/23 17:38,0:05:57,0:17:51,,00,10,,,,,
-,-,17,2018/10/23 17:41,5862,乗客アプリ（地図から）,1751,1121,8,1,,2018/10/23 17:45,2018/10/23 17:58,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 17:47,2018/10/23 17:47,2018/10/23 17:59,2018/10/23 18:01,,2018/10/23 17:41,0:12:19,0:12:19,,00,04,,,,,
-,-,17,2018/10/23 17:41,5863,乗客アプリ（地図から）,1941,347,10,1,,2018/10/23 17:45,2018/10/23 17:50,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 17:49,2018/10/23 17:49,2018/10/23 17:55,2018/10/23 17:55,,2018/10/23 17:41,0:05:09,0:05:09,,00,04,,,,,
-,-,17,2018/10/23 17:41,5864,まちかど設置端末（地図から）,0,1082,5,2,,2018/10/23 17:45,2018/10/23 17:56,35.447541 139.644914,シルク博物館,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/23 17:45,2018/10/23 17:45,2018/10/23 17:52,2018/10/23 18:00,,2018/10/23 17:41,0:11:18,0:22:36,,00,03,,,,,
-,-,17,2018/10/23 17:45,5866,まちかど設置端末（店舗から）,0,1234,3,1,,2018/10/23 17:47,2018/10/23 17:55,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 17:46,2018/10/23 17:46,2018/10/23 17:56,2018/10/23 17:56,,2018/10/23 17:45,0:07:57,0:07:57,,01,02,,,,,
-,-,17,2018/10/23 17:45,5867,まちかど設置端末（店舗から）,0,471,5,1,,2018/10/23 17:49,2018/10/23 18:06,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/23 17:51,2018/10/23 17:51,2018/10/23 18:11,2018/10/23 18:11,,2018/10/23 17:45,0:16:16,0:16:16,,00,04,,,,,
-,-,17,2018/10/23 17:45,5868,乗客アプリ（地図から）,3445,569,8,1,,2018/10/23 17:54,2018/10/23 18:08,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 17:53,2018/10/23 17:53,2018/10/23 18:10,2018/10/23 18:10,,2018/10/23 17:45,0:14:06,0:14:06,,01,08,,,,,
-,-,17,2018/10/23 17:49,5869,乗客アプリ（目的地から）,1112,500,6,4,,2018/10/23 17:59,2018/10/23 18:07,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 17:55,2018/10/23 17:55,2018/10/23 18:10,2018/10/23 18:10,,2018/10/23 17:49,0:08:24,0:33:36,,03,09,,,,,
-,-,17,2018/10/23 17:54,5870,まちかど設置端末（店舗から）,0,778,10,1,,2018/10/23 17:55,2018/10/23 18:03,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 17:58,2018/10/23 17:58,2018/10/23 18:13,2018/10/23 18:13,,2018/10/23 17:54,0:08:45,0:08:45,,00,00,,,,,
-,-,17,2018/10/23 17:56,5871,乗客アプリ（地図から）,3821,613,4,4,,2018/10/23 17:59,2018/10/23 18:06,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:00,2018/10/23 18:00,2018/10/23 18:13,2018/10/23 18:13,,2018/10/23 17:56,0:06:34,0:26:16,,00,03,,,,,
-,☆,17,2018/10/23 17:43,5865,乗客アプリ（目的地から）,3445,420,9,1,2018/10/23 17:44,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/23 17:54,,2018/10/23 18:06,,,2018/10/23 17:43,0:00:00,0:00:00,,00,10,,,,,
★,-,18,2018/10/23 18:07,5873,乗客アプリ（目的地から）,3834,1226,10,1,,2018/10/23 19:09,2018/10/23 19:25,35.453715 139.638133,横浜ワールドポーターズ,35.443908 139.635249,イセザキ・モール,2018/10/23 19:07,2018/10/23 19:07,2018/10/23 19:18,2018/10/23 19:26,2018/10/23 19:07,2018/10/23 19:07,0:16:23,0:16:23,219,01,01,04,04,,,
★,-,18,2018/10/23 18:08,5874,まちかど設置端末（店舗から）,0,992,7,2,,2018/10/23 18:37,2018/10/23 18:45,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:38,2018/10/23 18:38,2018/10/23 18:51,2018/10/23 18:51,2018/10/23 18:38,2018/10/23 18:38,0:08:12,0:16:24,,00,00,,,,,
-,-,18,2018/10/23 18:09,5876,まちかど設置端末（店舗から）,0,574,1,2,,2018/10/23 18:17,2018/10/23 18:23,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 18:15,2018/10/23 18:20,2018/10/23 18:26,2018/10/23 18:30,,2018/10/23 18:09,0:05:50,0:11:40,,01,07,,,,,
-,-,18,2018/10/23 18:09,5877,乗客アプリ（目的地から）,3752,440,1,2,,2018/10/23 18:10,2018/10/23 18:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 18:14,2018/10/23 18:14,2018/10/23 18:29,2018/10/23 18:29,,2018/10/23 18:09,0:12:56,0:25:52,,00,00,,,,,
-,-,18,2018/10/23 18:12,5879,まちかど設置端末（地図から）,0,857,5,4,,2018/10/23 18:14,2018/10/23 18:21,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:14,2018/10/23 18:14,2018/10/23 18:25,2018/10/23 18:25,,2018/10/23 18:12,0:07:01,0:28:04,,00,02,,,,,
-,-,18,2018/10/23 18:13,5880,乗客アプリ（目的地から）,3003,434,8,2,,2018/10/23 18:20,2018/10/23 18:33,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:18,2018/10/23 18:18,2018/10/23 18:27,2018/10/23 18:35,,2018/10/23 18:13,0:13:08,0:26:16,,01,06,,,,,
-,-,18,2018/10/23 18:20,5882,乗客アプリ（目的地から）,3441,1128,8,1,,2018/10/23 18:28,2018/10/23 18:43,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 18:28,2018/10/23 18:28,2018/10/23 18:44,2018/10/23 18:45,,2018/10/23 18:20,0:14:31,0:14:31,,00,08,,,,,
-,-,18,2018/10/23 18:26,5883,乗客アプリ（地図から）,1727,906,8,1,,2018/10/23 18:33,2018/10/23 18:42,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/23 18:35,2018/10/23 18:35,2018/10/23 18:44,2018/10/23 18:44,,2018/10/23 18:26,0:09:32,0:09:32,,00,06,,,,,
-,-,18,2018/10/23 18:30,5884,乗客アプリ（地図から）,3380,322,1,2,,2018/10/23 18:39,2018/10/23 18:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 18:39,2018/10/23 18:39,2018/10/23 18:52,2018/10/23 18:58,,2018/10/23 18:30,0:10:11,0:20:22,,00,08,,,,,
-,-,18,2018/10/23 18:36,5885,乗客アプリ（地図から）,2424,1195,1,1,,2018/10/23 18:39,2018/10/23 18:43,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.456605 139.635327,横浜ベイホテル東急,2018/10/23 18:37,2018/10/23 18:37,2018/10/23 18:49,2018/10/23 18:49,,2018/10/23 18:36,0:03:52,0:03:52,,01,03,,,,,
-,-,18,2018/10/23 18:46,5886,まちかど設置端末（店舗から）,0,553,10,2,,2018/10/23 18:48,2018/10/23 18:53,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:50,2018/10/23 18:50,2018/10/23 19:00,2018/10/23 19:00,,2018/10/23 18:46,0:05:00,0:10:00,,00,02,,,,,
-,-,18,2018/10/23 18:50,5887,乗客アプリ（目的地から）,3777,490,10,1,,2018/10/23 19:02,2018/10/23 19:12,35.456605 139.635327,横浜ベイホテル東急,35.453715 139.638133,横浜ワールドポーターズ,2018/10/23 19:01,2018/10/23 19:01,2018/10/23 19:07,2018/10/23 19:07,,2018/10/23 18:50,0:09:56,0:09:56,,00,11,,,,,
-,-,18,2018/10/23 18:54,5889,乗客アプリ（地図から）,1789,1204,8,1,,2018/10/23 19:00,2018/10/23 19:09,35.454389 139.630904,横浜ランドマークタワー,35.445857 139.647636,ホテルモントレ横浜,2018/10/23 18:58,2018/10/23 18:58,2018/10/23 19:09,2018/10/23 19:09,,2018/10/23 18:54,0:09:25,0:09:25,,01,06,,,,,
-,-,18,2018/10/23 18:59,5890,乗客アプリ（目的地から）,1291,686,3,1,,2018/10/23 19:04,2018/10/23 19:09,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 19:02,2018/10/23 19:02,2018/10/23 19:11,2018/10/23 19:11,,2018/10/23 18:59,0:05:27,0:05:27,,01,04,,,,,
-,-,18,2018/10/23 18:59,5891,乗客アプリ（目的地から）,3836,1114,2,1,,2018/10/23 19:04,2018/10/23 19:16,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/23 19:05,2018/10/23 19:05,2018/10/23 19:11,2018/10/23 19:21,,2018/10/23 18:59,0:11:33,0:11:33,,00,04,,,,,
-,☆,18,2018/10/23 18:05,5872,乗客アプリ（目的地から）,3752,885,1,1,2018/10/23 18:09,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 18:08,,2018/10/23 18:18,,,2018/10/23 18:05,0:00:00,0:00:00,,00,03,,,,,
-,☆,18,2018/10/23 18:09,5875,乗客アプリ（目的地から）,3832,818,1,1,2018/10/23 18:09,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/23 18:17,,2018/10/23 18:25,,,2018/10/23 18:09,0:00:00,0:00:00,,00,07,,,,,
★,☆,18,2018/10/23 18:12,5878,乗客アプリ（目的地から）,3796,439,9,3,2018/10/23 18:12,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:42,,2018/10/23 18:50,,2018/10/23 18:42,2018/10/23 18:42,0:00:00,0:00:00,,00,00,,,,※210行と同一人物と思われるため一番短い待ち時間を採用,
★,☆,18,2018/10/23 18:15,5881,乗客アプリ（目的地から）,3796,839,9,3,2018/10/23 18:47,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/23 18:45,,2018/10/23 18:53,,2018/10/23 18:45,2018/10/23 18:45,0:00:00,0:00:00,,00,,,,,※209行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,18,2018/10/23 18:50,5888,乗客アプリ（目的地から）,3776,728,9,1,2018/10/23 18:51,,,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/23 18:54,,2018/10/23 19:03,,,2018/10/23 18:50,0:00:00,0:00:00,,00,03,,,,,
-,-,19,2018/10/23 19:02,5892,乗客アプリ（地図から）,2758,912,2,3,,2018/10/23 19:09,2018/10/23 19:24,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.448676 139.635696,横浜平和プラザホテル,2018/10/23 19:10,2018/10/23 19:10,2018/10/23 19:28,2018/10/23 19:28,,2018/10/23 19:02,0:15:23,0:46:09,419,00,06,04,05,,,
