,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,
-,-,15,2018/10/13 15:51,2937,乗客アプリ（簡単予約）,1668,1196,8,1,,2018/10/13 15:56,2018/10/13 16:05,35.445783 139.642958,横浜情報文化センター,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 15:57,2018/10/13 15:57,2018/10/13 16:14,2018/10/13 16:14,,2018/10/13 15:51,0:08:59,0:08:59,,00,05,,,,
-,-,15,2018/10/13 15:51,2938,乗客アプリ（地図から）,1928,1085,4,2,,2018/10/13 15:56,2018/10/13 16:12,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443704 139.651332,ホテルメルパルク横浜,2018/10/13 15:56,2018/10/13 15:56,2018/10/13 16:24,2018/10/13 16:24,,2018/10/13 15:51,0:15:48,0:31:36,,00,04,,,,
-,-,15,2018/10/13 15:56,2940,乗客アプリ（地図から）,1436,582,2,1,,2018/10/13 16:06,2018/10/13 16:16,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 16:07,2018/10/13 16:07,2018/10/13 16:38,2018/10/13 16:38,,2018/10/13 15:56,0:09:55,0:09:55,,00,10,,,,
★,☆,15,2018/10/13 14:31,2890,乗客アプリ（地図から）,1310,1114,4,1,2018/10/13 15:23,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 15:30,,2018/10/13 15:41,,2018/10/13 15:20,2018/10/13 15:20,0:00:00,0:00:00,,00,10,,,,
★,☆,15,2018/10/13 15:04,2908,乗客アプリ（地図から）,2687,394,8,2,2018/10/13 15:04,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 15:21,,2018/10/13 15:31,,2018/10/13 15:02,2018/10/13 15:02,0:00:00,0:00:00,,00,,,,,※148行と同一人物と思われるため一番短いものを採用
★,☆,15,2018/10/13 15:05,2909,乗客アプリ（地図から）,2687,940,8,1,2018/10/13 15:05,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 15:22,,2018/10/13 15:30,,2018/10/13 15:05,2018/10/13 15:05,0:00:00,0:00:00,,00,17,,,,※147行と同一人物と思われるため一番短いものを採用
-,☆,15,2018/10/13 15:19,2913,乗客アプリ（目的地から）,1751,1032,3,1,2018/10/13 15:19,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 15:25,,2018/10/13 15:38,,,2018/10/13 15:19,0:00:00,0:00:00,,00,06,,,,
-,☆,15,2018/10/13 15:25,2919,乗客アプリ（簡単予約）,1668,922,3,1,2018/10/13 15:32,,,35.445783 139.642958,横浜情報文化センター,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/13 15:29,,2018/10/13 15:38,,,2018/10/13 15:25,0:00:00,0:00:00,,00,07,,,,
-,☆,15,2018/10/13 15:29,2922,乗客アプリ（目的地から）,1727,1013,2,1,2018/10/13 15:30,,,35.443908 139.635249,イセザキ・モール,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 15:52,,2018/10/13 16:07,,,2018/10/13 15:29,0:00:00,0:00:00,,00,22,,,,
★,☆,15,2018/10/13 15:45,2930,乗客アプリ（地図から）,1218,629,2,1,2018/10/13 15:59,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 16:02,,2018/10/13 16:19,,2018/10/13 15:55,2018/10/13 15:55,0:00:00,0:00:00,,00,06,,,,
-,☆,15,2018/10/13 15:46,2931,乗客アプリ（地図から）,2342,977,5,1,2018/10/13 15:48,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 15:57,,2018/10/13 16:09,,,2018/10/13 15:46,0:00:00,0:00:00,,00,11,,,,
-,☆,15,2018/10/13 15:57,2942,乗客アプリ（地図から）,2550,1102,4,1,2018/10/13 15:59,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 16:26,,2018/10/13 16:46,,,2018/10/13 15:57,0:00:00,0:00:00,,00,29,,,,
★,-,16,2018/10/13 15:49,2936,乗客アプリ（地図から）,1705,345,10,1,,2018/10/13 16:06,2018/10/13 16:12,35.453715 139.638133,横浜ワールドポーターズ,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 16:08,2018/10/13 16:08,2018/10/13 16:19,2018/10/13 16:19,2018/10/13 16:05,2018/10/13 16:05,0:05:25,0:05:25,398,00,01,06,05,,
★,-,16,2018/10/13 15:56,2941,乗客アプリ（地図から）,2571,1039,5,2,,2018/10/13 16:16,2018/10/13 16:24,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 16:21,2018/10/13 16:21,2018/10/13 16:37,2018/10/13 16:37,2018/10/13 16:20,2018/10/13 16:20,0:08:05,0:16:10,,00,00,,,,
★,-,16,2018/10/13 15:59,2943,街角設置端末（地図から）,0,713,1,2,,2018/10/13 16:13,2018/10/13 16:27,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 16:10,2018/10/13 16:10,2018/10/13 16:30,2018/10/13 16:30,2018/10/13 16:10,2018/10/13 16:10,0:13:39,0:27:18,,03,03,,,,
★,-,16,2018/10/13 16:00,2944,乗客アプリ（地図から）,2550,935,4,1,,2018/10/13 16:08,2018/10/13 16:29,35.445857 139.647636,ホテルモントレ横浜,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 16:14,2018/10/13 16:14,2018/10/13 16:44,2018/10/13 16:44,2018/10/13 16:05,2018/10/13 16:05,0:21:14,0:21:14,,00,03,,,,
-,-,16,2018/10/13 16:12,2946,乗客アプリ（地図から）,2129,479,4,1,,2018/10/13 16:18,2018/10/13 16:23,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.447546 139.64358,横浜開港資料館,2018/10/13 16:17,2018/10/13 16:17,2018/10/13 16:24,2018/10/13 16:24,,2018/10/13 16:12,0:04:53,0:04:53,,00,05,,,,
-,-,16,2018/10/13 16:15,2947,乗客アプリ（目的地から）,2569,964,3,4,,2018/10/13 16:22,2018/10/13 16:27,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 16:20,2018/10/13 16:20,2018/10/13 16:33,2018/10/13 16:33,,2018/10/13 16:15,0:05:20,0:21:20,,01,06,,,,
-,-,16,2018/10/13 16:17,2948,乗客アプリ（目的地から）,2670,402,10,4,,2018/10/13 16:23,2018/10/13 16:34,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 16:23,2018/10/13 16:23,2018/10/13 16:39,2018/10/13 16:39,,2018/10/13 16:17,0:10:51,0:43:24,,00,05,,,,
-,-,16,2018/10/13 16:27,2949,街角設置端末（地図から）,0,785,4,3,,2018/10/13 16:30,2018/10/13 16:37,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 16:30,2018/10/13 16:30,2018/10/13 16:45,2018/10/13 16:45,,2018/10/13 16:27,0:07:21,0:22:03,,00,02,,,,
-,-,16,2018/10/13 16:29,2950,乗客アプリ（簡単予約）,1668,394,4,1,,2018/10/13 16:29,2018/10/13 16:58,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/13 16:32,2018/10/13 16:32,2018/10/13 17:12,2018/10/13 17:12,,2018/10/13 16:29,0:29:06,0:29:06,,00,00,,,,
-,-,16,2018/10/13 16:31,2952,乗客アプリ（目的地から）,1328,759,1,1,,2018/10/13 16:45,2018/10/13 16:49,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 16:41,2018/10/13 16:41,2018/10/13 16:52,2018/10/13 16:52,,2018/10/13 16:31,0:04:19,0:04:19,,03,13,,,,
-,-,16,2018/10/13 16:35,2953,乗客アプリ（地図から）,1340,799,4,1,,2018/10/13 16:42,2018/10/13 16:49,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/10/13 16:43,2018/10/13 16:43,2018/10/13 16:55,2018/10/13 16:55,,2018/10/13 16:35,0:06:45,0:06:45,,00,07,,,,
-,-,16,2018/10/13 16:43,2955,街角設置端末（店舗から）,0,1020,8,4,,2018/10/13 16:47,2018/10/13 16:56,35.448676 139.635696,横浜平和プラザホテル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 16:48,2018/10/13 16:48,2018/10/13 17:02,2018/10/13 17:02,,2018/10/13 16:43,0:08:56,0:35:44,,00,04,,,,
-,-,16,2018/10/13 16:43,2956,乗客アプリ（目的地から）,2669,1154,2,1,,2018/10/13 16:49,2018/10/13 16:59,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 16:51,2018/10/13 16:51,2018/10/13 17:12,2018/10/13 17:12,,2018/10/13 16:43,0:09:41,0:09:41,,00,06,,,,
-,-,16,2018/10/13 16:44,2957,乗客アプリ（地図から）,2617,412,6,1,,2018/10/13 16:50,2018/10/13 16:58,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 16:55,2018/10/13 16:55,2018/10/13 17:10,2018/10/13 17:10,,2018/10/13 16:44,0:08:07,0:08:07,,00,05,,,,
-,-,16,2018/10/13 16:48,2958,乗客アプリ（目的地から）,2705,1142,7,2,,2018/10/13 16:53,2018/10/13 17:05,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/10/13 16:55,2018/10/13 16:55,2018/10/13 17:11,2018/10/13 17:15,,2018/10/13 16:48,0:11:57,0:23:54,,00,05,,,,
-,-,16,2018/10/13 16:50,2960,乗客アプリ（地図から）,2652,631,5,1,,2018/10/13 16:56,2018/10/13 17:14,35.443659 139.650847,横浜マリンタワー,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 16:54,2018/10/13 16:56,2018/10/13 17:18,2018/10/13 17:27,,2018/10/13 16:50,0:18:13,0:18:13,,01,05,,,,
-,-,16,2018/10/13 16:52,2963,街角設置端末（地図から）,0,636,7,1,,2018/10/13 16:58,2018/10/13 17:13,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 17:03,2018/10/13 17:03,2018/10/13 17:23,2018/10/13 17:23,,2018/10/13 16:52,0:15:02,0:15:02,,00,05,,,,
-,-,16,2018/10/13 16:52,2965,街角設置端末（店舗から）,0,1060,5,2,,2018/10/13 17:06,2018/10/13 17:14,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 17:06,2018/10/13 17:06,2018/10/13 17:28,2018/10/13 17:28,,2018/10/13 16:52,0:08:34,0:17:08,,00,13,,,,
-,-,16,2018/10/13 16:53,2966,乗客アプリ（地図から）,1727,390,3,1,,2018/10/13 16:59,2018/10/13 17:13,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 17:01,2018/10/13 17:01,2018/10/13 17:22,2018/10/13 17:33,,2018/10/13 16:53,0:13:47,0:13:47,,00,05,,,,
-,-,16,2018/10/13 16:55,2967,街角設置端末（店舗から）,0,1091,1,2,,2018/10/13 16:58,2018/10/13 17:04,35.456605 139.635327,横浜ベイホテル東急,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 17:02,2018/10/13 17:02,2018/10/13 17:11,2018/10/13 17:11,,2018/10/13 16:55,0:05:09,0:10:18,,00,03,,,,
-,-,16,2018/10/13 16:58,2970,乗客アプリ（目的地から）,2690,490,6,3,,2018/10/13 17:03,2018/10/13 17:10,35.450447 139.635947,みなとみらい線　馬車道駅,35.443659 139.650847,横浜マリンタワー,2018/10/13 17:08,2018/10/13 17:09,2018/10/13 17:24,2018/10/13 17:26,,2018/10/13 16:58,0:07:23,0:22:09,,00,04,,,,
-,-,16,2018/10/13 16:58,2971,乗客アプリ（地図から）,2677,947,6,1,,2018/10/13 17:03,2018/10/13 17:09,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 17:08,2018/10/13 17:08,2018/10/13 17:23,2018/10/13 17:23,,2018/10/13 16:58,0:05:19,0:05:19,,00,05,,,,
-,-,16,2018/10/13 16:59,2973,乗客アプリ（目的地から）,1328,740,2,3,,2018/10/13 17:05,2018/10/13 17:10,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 17:09,2018/10/13 17:09,2018/10/13 17:23,2018/10/13 17:23,,2018/10/13 16:59,0:05:40,0:17:00,,00,05,,,,
★,☆,16,2018/10/13 15:54,2939,街角設置端末（地図から）,0,1287,1,2,2018/10/13 15:57,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 16:25,,2018/10/13 16:45,,2018/10/13 16:25,2018/10/13 16:25,0:00:00,0:00:00,,00,00,,,,
-,☆,16,2018/10/13 16:02,2945,乗客アプリ（地図から）,2688,446,6,5,2018/10/13 16:03,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.441002 139.650809,横浜元町ショッピングストリート,2018/10/13 16:26,,2018/10/13 16:49,,,2018/10/13 16:02,0:00:00,0:00:00,,00,23,,,,
★,☆,16,2018/10/13 16:42,2954,乗客アプリ（地図から）,2617,371,2,1,2018/10/13 16:43,,,35.448676 139.635696,横浜平和プラザホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/10/13 16:48,,2018/10/13 17:03,,2018/10/13 16:48,2018/10/13 16:48,0:00:00,0:00:00,,00,00,,,,
-,☆,16,2018/10/13 16:51,2962,乗客アプリ（地図から）,1727,635,5,1,2018/10/13 16:53,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 17:06,,2018/10/13 17:26,,,2018/10/13 16:51,0:00:00,0:00:00,,00,14,,,,
-,☆,16,2018/10/13 16:52,2964,乗客アプリ（目的地から）,2695,845,1,2,2018/10/13 17:04,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 17:16,,2018/10/13 17:29,,,2018/10/13 16:52,0:00:00,0:00:00,,00,23,,,,
-,☆,16,2018/10/13 16:56,2968,乗客アプリ（目的地から）,2690,504,8,3,2018/10/13 16:57,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443659 139.650847,横浜マリンタワー,2018/10/13 17:08,,2018/10/13 17:23,,,2018/10/13 16:56,0:00:00,0:00:00,,00,12,,,,
-,☆,16,2018/10/13 16:56,2969,乗客アプリ（地図から）,2677,1163,6,1,2018/10/13 16:56,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 17:11,,2018/10/13 17:24,,,2018/10/13 16:56,0:00:00,0:00:00,,00,15,,,,
-,☆,16,2018/10/13 16:59,2972,街角設置端末（店舗から）,0,448,3,1,2018/10/13 17:07,,,35.447541 139.644914,シルク博物館,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 17:05,,2018/10/13 17:13,,,2018/10/13 16:59,0:00:00,0:00:00,,00,08,,,,
★,-,17,2018/10/13 16:30,2951,乗客アプリ（地図から）,1440,334,3,2,,2018/10/13 16:53,2018/10/13 17:19,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/10/13 17:00,2018/10/13 17:00,2018/10/13 17:25,2018/10/13 17:31,2018/10/13 17:00,2018/10/13 17:00,0:26:20,0:52:40,538,00,00,04,04,,
★,-,17,2018/10/13 16:49,2959,乗客アプリ（地図から）,2704,605,9,4,,2018/10/13 16:54,2018/10/13 17:10,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 17:00,2018/10/13 17:00,2018/10/13 17:21,2018/10/13 17:21,2018/10/13 17:00,2018/10/13 17:00,0:15:36,1:02:24,,00,00,,,,
-,-,17,2018/10/13 17:01,2974,街角設置端末（地図から）,0,584,10,2,,2018/10/13 17:05,2018/10/13 17:16,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 17:09,2018/10/13 17:09,2018/10/13 17:29,2018/10/13 17:29,,2018/10/13 17:01,0:11:01,0:22:02,,00,04,,,,
-,-,17,2018/10/13 17:07,2976,街角設置端末（地図から）,0,411,2,4,,2018/10/13 17:12,2018/10/13 17:17,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.45435 139.631762,横浜ロイヤルパークホテル,2018/10/13 17:18,2018/10/13 17:18,2018/10/13 17:30,2018/10/13 17:30,,2018/10/13 17:07,0:05:03,0:20:12,,00,04,,,,
★,-,17,2018/10/13 17:09,2978,乗客アプリ（目的地から）,2696,659,1,2,,2018/10/13 17:14,2018/10/13 17:24,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 17:15,2018/10/13 17:15,2018/10/13 17:28,2018/10/13 17:28,2018/10/13 17:15,2018/10/13 17:15,0:09:31,0:19:02,,00,00,,,,
-,-,17,2018/10/13 17:10,2979,乗客アプリ（目的地から）,2709,655,9,1,,2018/10/13 17:13,2018/10/13 17:16,35.447541 139.644914,シルク博物館,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/10/13 17:18,2018/10/13 17:18,2018/10/13 17:26,2018/10/13 17:26,,2018/10/13 17:10,0:02:34,0:02:34,,00,03,,,,
★,-,17,2018/10/13 17:12,2980,乗客アプリ（目的地から）,2701,1049,7,2,,2018/10/13 17:20,2018/10/13 17:26,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 17:30,2018/10/13 17:30,2018/10/13 17:43,2018/10/13 17:43,2018/10/13 17:30,2018/10/13 17:30,0:06:38,0:13:16,,00,00,,,,
-,-,17,2018/10/13 17:19,2982,乗客アプリ（地図から）,2690,1201,8,3,,2018/10/13 17:24,2018/10/13 17:32,35.443659 139.650847,横浜マリンタワー,35.443908 139.635249,イセザキ・モール,2018/10/13 17:28,2018/10/13 17:28,2018/10/13 17:47,2018/10/13 17:47,,2018/10/13 17:19,0:08:16,0:24:48,,00,04,,,,
-,-,17,2018/10/13 17:24,2983,街角設置端末（店舗から）,0,829,3,3,,2018/10/13 17:29,2018/10/13 17:36,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.455715 139.638114,横浜みなとみらい万葉倶楽部,2018/10/13 17:33,2018/10/13 17:33,2018/10/13 17:52,2018/10/13 17:52,,2018/10/13 17:24,0:06:47,0:20:21,,00,04,,,,
-,-,17,2018/10/13 17:31,2986,乗客アプリ（地図から）,1076,1019,7,1,,2018/10/13 17:38,2018/10/13 17:50,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 17:37,2018/10/13 17:38,2018/10/13 17:48,2018/10/13 17:51,,2018/10/13 17:31,0:12:09,0:12:09,,00,07,,,,
-,-,17,2018/10/13 17:32,2987,乗客アプリ（目的地から）,2709,428,9,1,,2018/10/13 17:38,2018/10/13 17:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/13 17:37,2018/10/13 17:37,2018/10/13 17:52,2018/10/13 17:55,,2018/10/13 17:32,0:12:54,0:12:54,,01,06,,,,
-,-,17,2018/10/13 17:33,2989,乗客アプリ（地図から）,2677,1125,10,1,,2018/10/13 17:44,2018/10/13 17:50,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.448676 139.635696,横浜平和プラザホテル,2018/10/13 17:38,2018/10/13 17:38,2018/10/13 17:49,2018/10/13 17:49,,2018/10/13 17:33,0:06:01,0:06:01,,05,10,,,,
-,-,17,2018/10/13 17:35,2990,乗客アプリ（地図から）,1338,333,4,1,,2018/10/13 17:40,2018/10/13 17:50,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 17:42,2018/10/13 17:42,2018/10/13 17:53,2018/10/13 17:53,,2018/10/13 17:35,0:10:31,0:10:31,,00,05,,,,
-,-,17,2018/10/13 17:35,2991,乗客アプリ（目的地から）,2620,1090,7,1,,2018/10/13 17:38,2018/10/13 17:47,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.448676 139.635696,横浜平和プラザホテル,2018/10/13 17:37,2018/10/13 17:37,2018/10/13 17:46,2018/10/13 17:46,,2018/10/13 17:35,0:09:24,0:09:24,,00,03,,,,
-,-,17,2018/10/13 17:35,2992,街角設置端末（地図から）,0,788,5,1,,2018/10/13 17:40,2018/10/13 17:49,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 17:41,2018/10/13 17:42,2018/10/13 17:52,2018/10/13 17:53,,2018/10/13 17:35,0:08:51,0:08:51,,00,05,,,,
-,-,17,2018/10/13 17:37,2993,街角設置端末（店舗から）,0,1022,9,2,,2018/10/13 17:40,2018/10/13 17:51,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443908 139.635249,イセザキ・モール,2018/10/13 17:40,2018/10/13 17:40,2018/10/13 17:56,2018/10/13 17:56,,2018/10/13 17:37,0:11:45,0:23:30,,00,02,,,,
-,-,17,2018/10/13 17:39,2994,街角設置端末（店舗から）,0,446,5,2,,2018/10/13 17:44,2018/10/13 17:57,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/10/13 17:41,2018/10/13 17:41,2018/10/13 18:11,2018/10/13 18:11,,2018/10/13 17:39,0:12:50,0:25:40,,03,05,,,,
-,-,17,2018/10/13 17:39,2995,街角設置端末（地図から）,0,530,8,1,,2018/10/13 17:46,2018/10/13 17:52,35.456605 139.635327,横浜ベイホテル東急,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/10/13 17:52,2018/10/13 17:52,2018/10/13 18:05,2018/10/13 18:05,,2018/10/13 17:39,0:05:56,0:05:56,,00,06,,,,
-,-,17,2018/10/13 17:41,2996,乗客アプリ（目的地から）,2710,354,4,2,,2018/10/13 17:45,2018/10/13 17:55,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 17:49,2018/10/13 17:49,2018/10/13 18:09,2018/10/13 18:09,,2018/10/13 17:41,0:10:02,0:20:04,,00,03,,,,
-,-,17,2018/10/13 17:49,2997,乗客アプリ（目的地から）,2713,404,8,4,,2018/10/13 17:52,2018/10/13 18:11,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/10/13 17:56,2018/10/13 17:56,2018/10/13 18:17,2018/10/13 18:17,,2018/10/13 17:49,0:18:44,1:14:56,,00,02,,,,
-,-,17,2018/10/13 17:50,2998,乗客アプリ（目的地から）,2681,956,4,2,,2018/10/13 17:55,2018/10/13 18:05,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/10/13 17:59,2018/10/13 17:59,2018/10/13 18:14,2018/10/13 18:14,,2018/10/13 17:50,0:09:38,0:19:16,,00,05,,,,
-,-,17,2018/10/13 17:57,2999,街角設置端末（店舗から）,0,671,8,1,,2018/10/13 18:00,2018/10/13 18:06,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/10/13 18:02,2018/10/13 18:02,2018/10/13 18:14,2018/10/13 18:14,,2018/10/13 17:57,0:05:54,0:05:54,,00,03,,,,
-,-,17,2018/10/13 17:57,3000,乗客アプリ（目的地から）,2698,683,6,4,,2018/10/13 18:02,2018/10/13 18:12,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/10/13 18:07,2018/10/13 18:07,2018/10/13 18:25,2018/10/13 18:25,,2018/10/13 17:57,0:09:40,0:38:40,,00,05,,,,
-,-,17,2018/10/13 17:58,3001,街角設置端末（店舗から）,0,339,5,4,,2018/10/13 18:10,2018/10/13 18:15,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 18:10,2018/10/13 18:10,2018/10/13 18:29,2018/10/13 18:29,,2018/10/13 17:58,0:04:56,0:19:44,,00,12,,,,
-,-,17,2018/10/13 17:58,3002,乗客アプリ（地図から）,1340,701,7,1,,2018/10/13 18:08,2018/10/13 18:16,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/10/13 18:15,2018/10/13 18:15,2018/10/13 18:28,2018/10/13 18:28,,2018/10/13 17:58,0:07:12,0:07:12,,00,10,,,,
★,☆,17,2018/10/13 15:29,2920,街角設置端末（店舗から）,0,811,4,1,2018/10/13 15:30,,,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/10/13 17:00,,2018/10/13 17:11,,2018/10/13 17:00,2018/10/13 17:00,0:00:00,0:00:00,,00,00,,,,
★,☆,17,2018/10/13 16:51,2961,乗客アプリ（目的地から）,2690,919,8,3,2018/10/13 16:55,,,35.448801 139.636702,ホテルルートイン横浜馬車道,35.443659 139.650847,横浜マリンタワー,2018/10/13 17:08,,2018/10/13 17:23,,2018/10/13 17:00,2018/10/13 17:00,0:00:00,0:00:00,,00,07,,,,
★,☆,17,2018/10/13 17:05,2975,乗客アプリ（目的地から）,2695,563,4,2,2018/10/13 17:06,,,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/10/13 17:30,,2018/10/13 17:43,,2018/10/13 17:30,2018/10/13 17:30,0:00:00,0:00:00,,00,00,,,,
-,☆,17,2018/10/13 17:08,2977,乗客アプリ（目的地から）,2696,1225,9,2,2018/10/13 17:08,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.441441 139.648505,横浜中華街朱雀門,2018/10/13 17:15,,2018/10/13 17:19,,,2018/10/13 17:08,0:00:00,0:00:00,,00,06,,,,
-,☆,17,2018/10/13 17:31,2985,乗客アプリ（地図から）,2677,436,10,1,2018/10/13 17:33,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.443908 139.635249,イセザキ・モール,2018/10/13 17:36,,2018/10/13 17:49,,,2018/10/13 17:31,0:00:00,0:00:00,,00,04,,,,
