,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,14,2018/11/2 14:37,8595,乗客アプリ（地図から）,3880,353,1,1,,2018/11/2 14:41,2018/11/2 14:59,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/2 14:49,2018/11/2 14:49,2018/11/2 15:03,2018/11/2 15:03,,2018/11/2 14:37,0:18:39,0:18:39,,00,03,,,2018/11/2 14:37,2018/11/2 14:59,43406.609027777843406.6243055556,#N/A,,,,
-,-,14,2018/11/2 14:38,8596,まちかど端末（店舗から）,0,976,7,2,,2018/11/2 14:46,2018/11/2 14:57,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 14:43,2018/11/2 14:43,2018/11/2 14:55,2018/11/2 14:55,,2018/11/2 14:38,0:11:45,0:23:30,,02,07,,,2018/11/2 14:38,2018/11/2 14:57,43406.609722222243406.6229166667,#N/A,,,,
-,-,14,2018/11/2 14:41,8597,まちかど端末（乗降ポイントから）,0,499,3,1,,2018/11/2 14:44,2018/11/2 14:52,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 14:44,2018/11/2 14:44,2018/11/2 14:57,2018/11/2 14:57,,2018/11/2 14:41,0:08:12,0:08:12,,00,03,,,2018/11/2 14:41,2018/11/2 14:52,43406.611805555643406.6194444444,#N/A,,,,
★,-,14,2018/11/2 14:41,8598,乗客アプリ（目的地から）,4695,345,6,1,,2018/11/2 14:52,2018/11/2 15:09,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:51,2018/11/2 14:51,2018/11/2 15:10,2018/11/2 15:14,2018/11/2 14:51,2018/11/2 14:51,0:16:27,0:16:27,,00,00,,,2018/11/2 14:41,2018/11/2 15:09,43406.611805555643406.63125,肯定的,,,,
★,-,14,2018/11/2 14:41,8599,乗客アプリ（目的地から）,4359,126,5,1,,2018/11/2 14:51,2018/11/2 14:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:54,2018/11/2 14:54,2018/11/2 15:03,2018/11/2 15:03,2018/11/2 14:51,2018/11/2 14:51,0:04:47,0:04:47,,00,00,,,2018/11/2 14:41,2018/11/2 14:56,43406.611805555643406.6222222222,肯定的,,,,
★,-,14,2018/11/2 14:44,8600,乗客アプリ（目的地から）,4735,509,6,1,,2018/11/2 14:52,2018/11/2 15:08,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:54,2018/11/2 14:54,2018/11/2 15:13,2018/11/2 15:13,2018/11/2 14:54,2018/11/2 14:54,0:16:30,0:16:30,,00,00,,,2018/11/2 14:44,2018/11/2 15:08,43406.613888888943406.6305555556,肯定的,,,,
-,-,14,2018/11/2 14:44,8601,まちかど端末（店舗から）,0,861,4,2,,2018/11/2 14:49,2018/11/2 14:54,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/2 14:48,2018/11/2 14:48,2018/11/2 14:57,2018/11/2 14:57,,2018/11/2 14:44,0:04:40,0:09:20,,00,05,,,2018/11/2 14:44,2018/11/2 14:54,43406.613888888943406.6208333333,#N/A,,,,
★,-,14,2018/11/2 14:44,8603,乗客アプリ（目的地から）,4715,482,10,1,,2018/11/2 14:51,2018/11/2 14:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:54,2018/11/2 14:54,2018/11/2 15:03,2018/11/2 15:03,2018/11/2 14:54,2018/11/2 14:54,0:04:13,0:04:13,,00,00,,,2018/11/2 14:44,2018/11/2 14:56,43406.613888888943406.6222222222,肯定的,,,,
★,-,14,2018/11/2 14:44,8602,乗客アプリ（目的地から）,4716,372,6,1,,2018/11/2 14:52,2018/11/2 15:09,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:54,2018/11/2 14:54,2018/11/2 15:14,2018/11/2 15:14,2018/11/2 14:54,2018/11/2 14:54,0:16:21,0:16:21,,00,00,,,2018/11/2 14:44,2018/11/2 15:09,43406.613888888943406.63125,肯定的,,,,
★,-,14,2018/11/2 14:45,8604,乗客アプリ（簡単予約）,4733,517,1,1,,2018/11/2 14:51,2018/11/2 15:11,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:55,2018/11/2 14:55,2018/11/2 15:13,2018/11/2 15:13,2018/11/2 14:55,2018/11/2 14:55,0:20:15,0:20:15,,00,00,,,2018/11/2 14:45,2018/11/2 15:11,43406.614583333343406.6326388889,#N/A,,,,
-,-,14,2018/11/2 14:46,8605,乗客アプリ（簡単予約）,3775,552,8,2,,2018/11/2 14:58,2018/11/2 15:05,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/2 15:00,2018/11/2 15:00,2018/11/2 15:12,2018/11/2 15:13,,2018/11/2 14:46,0:07:02,0:14:04,,00,12,,,2018/11/2 14:46,2018/11/2 15:05,43406.615277777843406.6284722222,#N/A,,,,
-,-,14,2018/11/2 14:47,8606,乗客アプリ（地図から）,2171,317,7,1,,2018/11/2 14:49,2018/11/2 15:01,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 14:52,2018/11/2 14:52,2018/11/2 15:15,2018/11/2 15:15,,2018/11/2 14:47,0:11:34,0:11:34,,00,02,,,2018/11/2 14:47,2018/11/2 15:01,43406.615972222243406.6256944444,#N/A,,,,
-,-,14,2018/11/2 14:48,8607,乗客アプリ（簡単予約）,4737,916,10,1,,2018/11/2 14:51,2018/11/2 14:56,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:52,2018/11/2 14:52,2018/11/2 15:03,2018/11/2 15:03,,2018/11/2 14:48,0:04:15,0:04:15,,00,03,,,2018/11/2 14:48,2018/11/2 14:56,43406.616666666743406.6222222222,肯定的,,,,
-,-,14,2018/11/2 14:48,8609,乗客アプリ（地図から）,4707,876,5,3,,2018/11/2 15:10,2018/11/2 15:15,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 15:17,2018/11/2 15:17,2018/11/2 15:28,2018/11/2 15:28,,2018/11/2 14:48,0:05:17,0:15:51,,00,21,,,2018/11/2 14:48,2018/11/2 15:15,43406.616666666743406.6354166667,#N/A,,,,
-,-,14,2018/11/2 14:51,8611,乗客アプリ（地図から）,3598,42,9,1,,2018/11/2 14:57,2018/11/2 15:21,35.443659 139.650847,横浜マリンタワー,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 15:00,2018/11/2 15:00,2018/11/2 15:23,2018/11/2 15:23,,2018/11/2 14:51,0:24:07,0:24:07,,00,05,,,2018/11/2 14:51,2018/11/2 15:21,43406.6187543406.6395833333,#N/A,,,,
-,-,14,2018/11/2 14:53,8612,乗客アプリ（簡単予約）,4738,181,2,1,,2018/11/2 15:12,2018/11/2 15:17,35.450447 139.635947,みなとみらい線　馬車道駅,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 15:11,2018/11/2 15:11,2018/11/2 15:19,2018/11/2 15:19,,2018/11/2 14:53,0:05:28,0:05:28,,01,19,,,2018/11/2 14:53,2018/11/2 15:17,43406.620138888943406.6368055556,#N/A,,,,
-,-,14,2018/11/2 14:55,8613,まちかど端末（店舗から）,0,772,10,1,,2018/11/2 14:56,2018/11/2 15:15,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/2 14:57,2018/11/2 14:57,2018/11/2 15:17,2018/11/2 15:17,,2018/11/2 14:55,0:18:53,0:18:53,,00,00,,,2018/11/2 14:55,2018/11/2 15:15,43406.621527777843406.6354166667,#N/A,,,,
-,☆,14,2018/11/2 14:00,8574,乗客アプリWeb（目的地から）,1070,818,5,1,2018/11/2 14:01,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:04,,2018/11/2 14:12,,,2018/11/2 14:00,0:00:00,0:00:00,,00,03,,,2018/11/2 14:00,1900/1/0 0:00,43406.58333333330,#N/A,,,,
-,☆,14,2018/11/2 14:09,8578,まちかど端末（店舗から）,0,675,4,5,2018/11/2 14:09,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 14:18,,2018/11/2 14:28,,,2018/11/2 14:09,0:00:00,0:00:00,,00,09,,,2018/11/2 14:09,1900/1/0 0:00,43406.58958333330,#N/A,,,,
★,☆,14,2018/11/2 14:18,8585,乗客アプリ（地図から）,4695,143,7,1,2018/11/2 14:18,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 14:28,,2018/11/2 14:36,,2018/11/2 14:28,2018/11/2 14:28,0:00:00,0:00:00,,00,00,,,2018/11/2 14:18,1900/1/0 0:00,43406.59583333330,#N/A,,,,
-,☆,14,2018/11/2 14:48,8608,乗客アプリ（目的地から）,3378,623,2,2,2018/11/2 14:48,,,35.447546 139.64358,横浜開港資料館,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 15:02,,2018/11/2 15:20,,,2018/11/2 14:48,0:00:00,0:00:00,,00,14,,,2018/11/2 14:48,1900/1/0 0:00,43406.61666666670,#N/A,,,,
-,☆,14,2018/11/2 14:49,8610,まちかど端末（乗降ポイントから）,0,1000,8,1,2018/11/2 14:55,,,35.452963 139.642093,横浜赤レンガ倉庫,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 15:01,,2018/11/2 15:17,,,2018/11/2 14:49,0:00:00,0:00:00,,00,12,,,2018/11/2 14:49,1900/1/0 0:00,43406.61736111110,#N/A,,,,
-,☆,14,2018/11/2 14:58,8614,まちかど端末（乗降ポイントから）,0,583,7,3,2018/11/2 15:05,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 15:15,,2018/11/2 15:35,,,2018/11/2 14:58,0:00:00,0:00:00,,00,17,,,2018/11/2 14:58,1900/1/0 0:00,43406.62361111110,#N/A,,,,
-,-,15,2018/11/2 15:02,8615,乗客アプリ（地図から）,4734,966,10,1,,2018/11/2 15:09,2018/11/2 15:21,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 15:09,2018/11/2 15:09,2018/11/2 15:26,2018/11/2 15:26,,2018/11/2 15:02,0:12:05,0:12:05,409,00,07,05,04,2018/11/2 15:02,2018/11/2 15:21,43406.626388888943406.6395833333,#N/A,,,,
-,-,15,2018/11/2 15:02,8616,乗客アプリWeb（目的地から）,1220,909,8,1,,2018/11/2 15:07,2018/11/2 15:16,35.443659 139.650847,横浜マリンタワー,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/2 15:09,2018/11/2 15:09,2018/11/2 15:24,2018/11/2 15:24,,2018/11/2 15:02,0:09:01,0:09:01,,00,05,,,2018/11/2 15:02,2018/11/2 15:16,43406.626388888943406.6361111111,#N/A,,,,
-,-,15,2018/11/2 15:02,8617,乗客アプリ（地図から）,1949,95,9,1,,2018/11/2 15:07,2018/11/2 15:14,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 15:06,2018/11/2 15:06,2018/11/2 15:22,2018/11/2 15:22,,2018/11/2 15:02,0:06:47,0:06:47,,00,04,,,2018/11/2 15:02,2018/11/2 15:14,43406.626388888943406.6347222222,肯定的,,,,
-,-,15,2018/11/2 15:07,8619,まちかど端末（乗降ポイントから）,0,314,7,3,,2018/11/2 15:16,2018/11/2 15:24,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 15:11,2018/11/2 15:11,2018/11/2 15:27,2018/11/2 15:27,,2018/11/2 15:07,0:07:14,0:21:42,,05,09,,,2018/11/2 15:07,2018/11/2 15:24,43406.629861111143406.6416666667,#N/A,,,,
-,-,15,2018/11/2 15:12,8620,乗客アプリ（地図から）,3880,574,6,1,,2018/11/2 15:19,2018/11/2 15:27,35.443908 139.635249,イセザキ・モール,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 15:23,2018/11/2 15:23,2018/11/2 15:37,2018/11/2 15:37,,2018/11/2 15:12,0:07:32,0:07:32,,00,07,,,2018/11/2 15:12,2018/11/2 15:27,43406.633333333343406.64375,#N/A,,,,
-,-,15,2018/11/2 15:15,8621,まちかど端末（店舗から）,0,893,2,1,,2018/11/2 15:24,2018/11/2 15:29,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 15:23,2018/11/2 15:23,2018/11/2 15:36,2018/11/2 15:36,,2018/11/2 15:15,0:05:32,0:05:32,,00,08,,,2018/11/2 15:15,2018/11/2 15:29,43406.635416666743406.6451388889,#N/A,,,,
★,-,15,2018/11/2 15:15,8622,乗客アプリ（目的地から）,4745,29,8,4,,2018/11/2 15:26,2018/11/2 15:33,35.45435 139.631762,横浜ロイヤルパークホテル,35.443659 139.650847,横浜マリンタワー,2018/11/2 15:29,2018/11/2 15:29,2018/11/2 15:47,2018/11/2 15:47,2018/11/2 15:25,2018/11/2 15:25,0:07:21,0:29:24,,00,01,,,2018/11/2 15:15,2018/11/2 15:33,43406.635416666743406.6479166667,肯定的,,,,
-,-,15,2018/11/2 15:15,8623,乗客アプリ（簡単予約）,4026,324,1,1,,2018/11/2 15:17,2018/11/2 15:25,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 15:17,2018/11/2 15:17,2018/11/2 15:30,2018/11/2 15:30,,2018/11/2 15:15,0:07:13,0:07:13,,00,02,,,2018/11/2 15:15,2018/11/2 15:25,43406.635416666743406.6423611111,#N/A,,,,
-,-,15,2018/11/2 15:18,8624,まちかど端末（乗降ポイントから）,0,269,3,1,,2018/11/2 15:30,2018/11/2 15:41,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 15:27,2018/11/2 15:27,2018/11/2 15:48,2018/11/2 15:48,,2018/11/2 15:18,0:11:33,0:11:33,,02,11,,,2018/11/2 15:18,2018/11/2 15:41,43406.637543406.6534722222,#N/A,,,,
-,-,15,2018/11/2 15:22,8625,乗客アプリWeb（目的地から）,4700,7,7,3,,2018/11/2 15:25,2018/11/2 15:34,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 15:24,2018/11/2 15:25,2018/11/2 15:38,2018/11/2 15:43,,2018/11/2 15:22,0:09:39,0:28:57,,00,02,,,2018/11/2 15:22,2018/11/2 15:34,43406.640277777843406.6486111111,#N/A,,,,
-,-,15,2018/11/2 15:23,8626,乗客アプリ（地図から）,1324,675,1,1,,2018/11/2 15:25,2018/11/2 15:49,35.454389 139.630904,横浜ランドマークタワー,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 15:26,2018/11/2 15:26,2018/11/2 15:35,2018/11/2 15:35,,2018/11/2 15:23,0:23:57,0:23:57,,00,01,,,2018/11/2 15:23,2018/11/2 15:49,43406.640972222243406.6590277778,#N/A,,,,
-,-,15,2018/11/2 15:24,8627,乗客アプリ（簡単予約）,4747,276,7,1,,2018/11/2 15:25,2018/11/2 15:30,35.452963 139.642093,横浜赤レンガ倉庫,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/2 15:26,2018/11/2 15:26,2018/11/2 15:36,2018/11/2 15:36,,2018/11/2 15:24,0:04:13,0:04:13,,00,01,,,2018/11/2 15:24,2018/11/2 15:30,43406.641666666743406.6458333333,肯定的,,,,
-,-,15,2018/11/2 15:25,8628,乗客アプリ（地図から）,4715,838,10,1,,2018/11/2 15:27,2018/11/2 15:37,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 15:29,2018/11/2 15:30,2018/11/2 15:41,2018/11/2 15:42,,2018/11/2 15:25,0:09:48,0:09:48,,00,02,,,2018/11/2 15:25,2018/11/2 15:37,43406.642361111143406.6506944444,肯定的,,,,
-,-,15,2018/11/2 15:25,8629,乗客アプリ（簡単予約）,4716,691,10,1,,2018/11/2 15:27,2018/11/2 15:37,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 15:30,2018/11/2 15:30,2018/11/2 15:42,2018/11/2 15:42,,2018/11/2 15:25,0:09:45,0:09:45,,00,02,,,2018/11/2 15:25,2018/11/2 15:37,43406.642361111143406.6506944444,時刻かぶり,,,,
-,-,15,2018/11/2 15:27,8630,乗客アプリ（目的地から）,3989,157,6,1,,2018/11/2 15:31,2018/11/2 15:39,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/11/2 15:31,2018/11/2 15:31,2018/11/2 15:44,2018/11/2 15:44,,2018/11/2 15:27,0:08:05,0:08:05,,00,04,,,2018/11/2 15:27,2018/11/2 15:39,43406.6437543406.6520833333,#N/A,,,,
★,-,15,2018/11/2 15:28,8632,乗客アプリ（地図から）,2548,714,1,1,,2018/11/2 15:37,2018/11/2 15:43,35.456605 139.635327,横浜ベイホテル東急,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 15:38,2018/11/2 15:38,2018/11/2 15:44,2018/11/2 15:44,2018/11/2 15:38,2018/11/2 15:38,0:06:21,0:06:21,,00,00,,,2018/11/2 15:28,2018/11/2 15:43,43406.644444444443406.6548611111,#N/A,,,,
-,-,15,2018/11/2 15:29,8633,乗客アプリ（目的地から）,3457,310,2,1,,2018/11/2 15:30,2018/11/2 15:40,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,みなとみらい線　馬車道駅,2018/11/2 15:31,2018/11/2 15:31,2018/11/2 15:41,2018/11/2 15:44,,2018/11/2 15:29,0:09:31,0:09:31,,00,01,,,2018/11/2 15:29,2018/11/2 15:40,43406.645138888943406.6527777778,#N/A,,,,
-,-,15,2018/11/2 15:29,8634,乗客アプリ（目的地から）,3867,409,9,1,,2018/11/2 15:33,2018/11/2 15:41,35.454389 139.630904,横浜ランドマークタワー,35.445783 139.642958,横浜情報文化センター,2018/11/2 15:36,2018/11/2 15:36,2018/11/2 15:48,2018/11/2 15:48,,2018/11/2 15:29,0:07:54,0:07:54,,00,03,,,2018/11/2 15:29,2018/11/2 15:41,43406.645138888943406.6534722222,#N/A,,,,
-,-,15,2018/11/2 15:29,8635,乗客アプリ（簡単予約）,4737,898,2,1,,2018/11/2 15:32,2018/11/2 15:48,35.452963 139.642093,横浜赤レンガ倉庫,35.443908 139.635249,イセザキ・モール,2018/11/2 15:33,2018/11/2 15:33,2018/11/2 15:50,2018/11/2 15:50,,2018/11/2 15:29,0:16:12,0:16:12,,00,02,,,2018/11/2 15:29,2018/11/2 15:48,43406.645138888943406.6583333333,#N/A,,,,
-,-,15,2018/11/2 15:30,8636,まちかど端末（店舗から）,0,711,4,1,,2018/11/2 15:38,2018/11/2 15:50,35.441002 139.650809,横浜元町ショッピングストリート,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 15:35,2018/11/2 15:35,2018/11/2 15:50,2018/11/2 15:50,,2018/11/2 15:30,0:12:10,0:12:10,,02,07,,,2018/11/2 15:30,2018/11/2 15:50,43406.645833333343406.6597222222,#N/A,,,,
-,-,15,2018/11/2 15:30,8637,乗客アプリ（目的地から）,4735,177,2,1,,2018/11/2 15:32,2018/11/2 15:55,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 15:34,2018/11/2 15:34,2018/11/2 15:57,2018/11/2 15:57,,2018/11/2 15:30,0:22:35,0:22:35,,00,01,,,2018/11/2 15:30,2018/11/2 15:55,43406.645833333343406.6631944444,#N/A,,,,
-,-,15,2018/11/2 15:31,8638,まちかど端末（店舗から）,0,713,7,1,,2018/11/2 15:41,2018/11/2 15:48,35.450447 139.635947,みなとみらい線　馬車道駅,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 15:43,2018/11/2 15:43,2018/11/2 15:54,2018/11/2 15:54,,2018/11/2 15:31,0:07:25,0:07:25,,00,10,,,2018/11/2 15:31,2018/11/2 15:48,43406.646527777843406.6583333333,#N/A,,,,
-,-,15,2018/11/2 15:31,8639,乗客アプリ（地図から）,2589,186,10,1,,2018/11/2 15:46,2018/11/2 15:59,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 15:47,2018/11/2 15:47,2018/11/2 16:02,2018/11/2 16:02,,2018/11/2 15:31,0:12:24,0:12:24,,00,15,,,2018/11/2 15:31,2018/11/2 15:59,43406.646527777843406.6659722222,#N/A,,,,
-,-,15,2018/11/2 15:41,8640,乗客アプリWeb（地図から）,1220,948,8,1,,2018/11/2 15:46,2018/11/2 15:52,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 15:46,2018/11/2 15:46,2018/11/2 15:59,2018/11/2 15:59,,2018/11/2 15:41,0:06:21,0:06:21,,00,04,,,2018/11/2 15:41,2018/11/2 15:52,43406.653472222243406.6611111111,#N/A,,,,
-,-,15,2018/11/2 15:46,8641,乗客アプリ（目的地から）,3378,772,3,2,,2018/11/2 15:55,2018/11/2 16:04,35.45435 139.631762,横浜ロイヤルパークホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/2 15:51,2018/11/2 15:51,2018/11/2 16:08,2018/11/2 16:08,,2018/11/2 15:46,0:08:57,0:17:54,,04,09,,,2018/11/2 15:46,2018/11/2 16:04,43406.656944444443406.6694444444,#N/A,,,,
-,-,15,2018/11/2 15:48,8642,まちかど端末（店舗から）,0,580,4,2,,2018/11/2 15:50,2018/11/2 15:58,35.450681 139.632446,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/2 15:52,2018/11/2 15:52,2018/11/2 16:02,2018/11/2 16:02,,2018/11/2 15:48,0:07:09,0:14:18,,00,02,,,2018/11/2 15:48,2018/11/2 15:58,43406.658333333343406.6652777778,#N/A,,,,
-,-,15,2018/11/2 15:49,8643,乗客アプリ（目的地から）,4687,288,9,2,,2018/11/2 16:02,2018/11/2 16:10,35.441441 139.648505,横浜中華街朱雀門,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 15:56,2018/11/2 15:56,2018/11/2 16:12,2018/11/2 16:12,,2018/11/2 15:49,0:08:19,0:16:38,,05,12,,,2018/11/2 15:49,2018/11/2 16:10,43406.659027777843406.6736111111,肯定的,,,,
-,-,15,2018/11/2 15:49,8644,乗客アプリ（目的地から）,3598,601,5,1,,2018/11/2 15:53,2018/11/2 16:11,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.445857 139.647636,ホテルモントレ横浜,2018/11/2 15:52,2018/11/2 15:52,2018/11/2 16:08,2018/11/2 16:08,,2018/11/2 15:49,0:18:18,0:18:18,,01,03,,,2018/11/2 15:49,2018/11/2 16:11,43406.659027777843406.6743055556,#N/A,,,,
-,-,15,2018/11/2 15:50,8645,まちかど端末（店舗から）,0,678,1,2,,2018/11/2 15:58,2018/11/2 16:04,35.452963 139.642093,横浜赤レンガ倉庫,35.443659 139.650847,横浜マリンタワー,2018/11/2 16:04,2018/11/2 16:04,2018/11/2 16:16,2018/11/2 16:16,,2018/11/2 15:50,0:06:01,0:12:02,,00,08,,,2018/11/2 15:50,2018/11/2 16:04,43406.659722222243406.6694444444,#N/A,,,,
-,-,15,2018/11/2 15:52,8646,まちかど端末（乗降ポイントから）,0,199,10,1,,2018/11/2 16:01,2018/11/2 16:09,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/2 16:04,2018/11/2 16:04,2018/11/2 16:18,2018/11/2 16:18,,2018/11/2 15:52,0:08:19,0:08:19,,00,09,,,2018/11/2 15:52,2018/11/2 16:09,43406.661111111143406.6729166667,#N/A,,,,
-,-,15,2018/11/2 15:55,8648,乗客アプリ（目的地から）,4511,568,8,2,,2018/11/2 15:58,2018/11/2 16:05,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/2 15:56,2018/11/2 15:56,2018/11/2 16:07,2018/11/2 16:07,,2018/11/2 15:55,0:07:08,0:14:16,,01,03,,,2018/11/2 15:55,2018/11/2 16:05,43406.663194444443406.6701388889,#N/A,,,,
-,-,15,2018/11/2 15:57,8649,まちかど端末（店舗から）,0,630,2,2,,2018/11/2 16:00,2018/11/2 16:06,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 16:02,2018/11/2 16:02,2018/11/2 16:14,2018/11/2 16:14,,2018/11/2 15:57,0:05:24,0:10:48,,00,03,,,2018/11/2 15:57,2018/11/2 16:06,43406.664583333343406.6708333333,#N/A,,,,
-,☆,15,2018/11/2 15:03,8618,乗客アプリWeb（目的地から）,4700,387,1,3,2018/11/2 15:17,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 15:13,,2018/11/2 15:27,,,2018/11/2 15:03,0:00:00,0:00:00,,00,14,,,2018/11/2 15:03,1900/1/0 0:00,43406.62708333330,#N/A,,,,
-,☆,15,2018/11/2 15:27,8631,乗客アプリ（地図から）,3988,790,9,1,2018/11/2 15:32,,,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/11/2 15:34,,2018/11/2 15:46,,,2018/11/2 15:27,0:00:00,0:00:00,,00,06,,,2018/11/2 15:27,1900/1/0 0:00,43406.643750,#N/A,,,,
★,-,16,2018/11/2 15:54,8647,乗客アプリ（目的地から）,4743,810,5,3,,2018/11/2 16:00,2018/11/2 16:12,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/2 16:03,2018/11/2 16:03,2018/11/2 16:25,2018/11/2 16:25,2018/11/2 16:03,2018/11/2 16:03,0:12:09,0:36:27,419,00,00,06,05,2018/11/2 15:54,2018/11/2 16:12,43406.662543406.675,肯定的,,,,
-,-,16,2018/11/2 16:00,8651,まちかど端末（乗降ポイントから）,0,974,4,1,,2018/11/2 16:06,2018/11/2 16:29,35.44291 139.650404,みなとみらい線　元町・中華街駅,35.456605 139.635327,横浜ベイホテル東急,2018/11/2 16:10,2018/11/2 16:10,2018/11/2 16:31,2018/11/2 16:31,,2018/11/2 16:00,0:23:21,0:23:21,,00,05,,,2018/11/2 16:00,2018/11/2 16:29,43406.666666666743406.6868055556,肯定的,,,,
