,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,16,2018/11/20 16:19,024-988-GREEN,16812,まちかど端末（店舗から）,0,156,7,1,,2018/11/20 16:23,2018/11/20 16:28,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/20 16:21,2018/11/20 16:21,2018/11/20 16:30,2018/11/20 16:30,,2018/11/20 16:19,0:04:43,0:04:43,,02,04,,,,,
-,-,16,2018/11/20 16:19,167-815-CAKE,16813,乗客アプリWeb（地図から）,6792,121,15,1,,2018/11/20 16:25,2018/11/20 16:30,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:25,2018/11/20 16:25,2018/11/20 16:38,2018/11/20 16:38,,2018/11/20 16:19,0:04:50,0:04:50,,00,05,,,,,
-,-,16,2018/11/20 16:19,105-919-SNOW 025-503-GREEN,16814,乗客アプリ（地図から）,6793,894,10,2,,2018/11/20 16:19,2018/11/20 16:25,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 16:22,2018/11/20 16:22,2018/11/20 16:35,2018/11/20 16:35,,2018/11/20 16:19,0:05:47,0:11:34,,00,00,,,,,
-,-,16,2018/11/20 16:20,166-722-agekke,16815,まちかど端末（乗降ポイントから）,0,367,5,1,,2018/11/20 16:22,2018/11/20 16:27,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:25,2018/11/20 16:25,2018/11/20 16:35,2018/11/20 16:35,,2018/11/20 16:20,0:04:32,0:04:32,,00,02,,,,,
-,-,16,2018/11/20 16:20,012-247-RED,16817,乗客アプリ（目的地から）,3867,230,13,1,,2018/11/20 16:25,2018/11/20 16:38,35.445783 139.642958,横浜情報文化センター,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 16:25,2018/11/20 16:25,2018/11/20 16:41,2018/11/20 16:49,,2018/11/20 16:20,0:13:27,0:13:27,,00,04,,,,,
★,-,16,2018/11/20 16:21,166-508-agekke,16818,まちかど端末（店舗から）,0,601,13,1,,2018/11/20 16:31,2018/11/20 16:40,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:31,2018/11/20 16:31,2018/11/20 16:54,2018/11/20 16:54,2018/11/20 16:31,2018/11/20 16:31,0:09:34,0:09:34,,00,00,,,,,
-,-,16,2018/11/20 16:24,103-958-SNOW,16820,乗客アプリ（地図から）,2325,919,2,1,,2018/11/20 16:26,2018/11/20 16:36,35.443659 139.650847,横浜マリンタワー,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 16:26,2018/11/20 16:26,2018/11/20 16:46,2018/11/20 16:46,,2018/11/20 16:24,0:10:37,0:10:37,,00,01,,,,,
-,-,16,2018/11/20 16:24,027-347-GREEN 027-348-GREEN 027-346-GREEN,16821,乗客アプリ（簡単予約）,5679,656,11,3,,2018/11/20 16:28,2018/11/20 16:34,35.448676 139.635696,横浜平和プラザホテル,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 16:30,2018/11/20 16:30,2018/11/20 16:44,2018/11/20 16:44,,2018/11/20 16:24,0:05:39,0:16:57,,00,04,,,,,
-,-,16,2018/11/20 16:24,166-500-agekke,16822,まちかど端末（乗降ポイントから）,0,999,1,1,,2018/11/20 16:31,2018/11/20 16:37,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:31,2018/11/20 16:31,2018/11/20 16:40,2018/11/20 16:40,,2018/11/20 16:24,0:05:26,0:05:26,,00,06,,,,,
-,-,16,2018/11/20 16:25,026-702-GREEN 024-902-GREEN,16823,乗客アプリ（地図から）,6262,257,3,2,,2018/11/20 16:33,2018/11/20 16:46,35.441002 139.650809,横浜元町ショッピングストリート,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 16:32,2018/11/20 16:32,2018/11/20 16:48,2018/11/20 16:48,,2018/11/20 16:25,0:13:45,0:27:30,,00,07,,,,,
★,-,16,2018/11/20 16:27,118-173-SUN,16824,乗客アプリ（地図から）,5567,575,9,1,,2018/11/20 16:33,2018/11/20 16:39,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 16:37,2018/11/20 16:37,2018/11/20 16:48,2018/11/20 16:48,2018/11/20 16:37,2018/11/20 16:37,0:05:51,0:05:51,,00,00,,,,,
-,-,16,2018/11/20 16:27,025-409-GREEN,16825,まちかど端末（店舗から）,0,709,5,1,,2018/11/20 16:33,2018/11/20 16:45,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443659 139.650847,横浜マリンタワー,2018/11/20 16:33,2018/11/20 16:33,2018/11/20 16:51,2018/11/20 16:51,,2018/11/20 16:27,0:11:41,0:11:41,,00,06,,,,,
-,-,16,2018/11/20 16:28,167-787-CAKE,16826,乗客アプリWeb（簡単予約）,4622,897,10,1,,2018/11/20 16:33,2018/11/20 16:44,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 16:34,2018/11/20 16:34,2018/11/20 16:54,2018/11/20 16:54,,2018/11/20 16:28,0:10:56,0:10:56,,00,05,,,,,
-,-,16,2018/11/20 16:43,166-755-agekke,16831,乗客アプリ（目的地から）,2306,128,4,1,,2018/11/20 16:45,2018/11/20 16:49,35.452963 139.642093,横浜赤レンガ倉庫,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:45,2018/11/20 16:45,2018/11/20 17:00,2018/11/20 17:00,,2018/11/20 16:43,0:04:26,0:04:26,,00,01,,,,,
-,-,16,2018/11/20 16:44,166-527-agekke,16832,乗客アプリ（地図から）,2051,638,3,1,,2018/11/20 16:47,2018/11/20 16:52,35.450554 139.632616,横浜桜木町ワシントンホテル,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:51,2018/11/20 16:51,2018/11/20 17:02,2018/11/20 17:02,,2018/11/20 16:44,0:05:06,0:05:06,,00,02,,,,,
★,-,16,2018/11/20 16:46,016-385-RED,16833,乗客アプリ（地図から）,4077,140,7,1,,2018/11/20 16:57,2018/11/20 17:05,35.443908 139.635249,イセザキ・モール,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:56,2018/11/20 16:58,2018/11/20 17:09,2018/11/20 17:11,2018/11/20 16:56,2018/11/20 16:56,0:08:31,0:08:31,,00,00,,,,,
-,-,16,2018/11/20 16:48,017-619-RED 024-489-GREEN 023-511-GREEN 102-886-SNOW,16835,乗客アプリ（簡単予約）,4580,56,9,4,,2018/11/20 16:51,2018/11/20 16:58,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.453715 139.638133,横浜ワールドポーターズ,2018/11/20 16:50,2018/11/20 16:50,2018/11/20 17:05,2018/11/20 17:05,,2018/11/20 16:48,0:07:12,0:28:48,,00,03,,,,,
★,-,16,2018/11/20 16:48,167-793-CAKE,16836,乗客アプリWeb（地図から）,5406,78,15,2,,2018/11/20 16:56,2018/11/20 17:09,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 16:58,2018/11/20 16:58,2018/11/20 17:14,2018/11/20 17:14,2018/11/20 16:58,2018/11/20 16:58,0:13:22,0:26:44,,00,00,,,,,
-,-,16,2018/11/20 16:50,112-631-SUN 068-198-BANANA,16838,乗客アプリ（地図から）,2759,203,10,2,,2018/11/20 16:57,2018/11/20 17:03,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 16:55,2018/11/20 16:55,2018/11/20 17:10,2018/11/20 17:10,,2018/11/20 16:50,0:06:24,0:12:48,,02,06,,,,,
-,-,16,2018/11/20 16:54,022-214-GREEN,16839,まちかど端末（乗降ポイントから）,0,144,11,1,,2018/11/20 16:57,2018/11/20 17:09,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 16:56,2018/11/20 16:56,2018/11/20 17:08,2018/11/20 17:08,,2018/11/20 16:54,0:12:19,0:12:19,,01,02,,,,,
-,-,16,2018/11/20 16:55,068-448-BANANA 066-213-BANANA,16840,乗客アプリ（地図から）,5936,411,4,2,,2018/11/20 16:59,2018/11/20 17:10,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 16:58,2018/11/20 16:58,2018/11/20 17:16,2018/11/20 17:16,,2018/11/20 16:55,0:10:16,0:20:32,,01,04,,,,,
-,☆,16,2018/11/20 16:03,167-810-CAKE,16804,乗客アプリWeb（地図から）,6781,910,13,2,2018/11/20 16:07,,,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/20 16:05,,2018/11/20 16:27,,,2018/11/20 16:03,0:00:00,0:00:00,,00,04,,,,,
-,☆,16,2018/11/20 16:10,105-919-SNOW 025-503-GREEN,16807,乗客アプリ（地図から）,6793,746,10,2,2018/11/20 16:17,,,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 16:13,,2018/11/20 16:26,,,2018/11/20 16:10,0:00:00,0:00:00,,00,07,,,,,
-,☆,16,2018/11/20 16:20,166-508-agekke,16816,まちかど端末（店舗から）,0,94,11,1,2018/11/20 16:21,,,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:22,,2018/11/20 16:42,,,2018/11/20 16:20,0:00:00,0:00:00,,00,02,,,,,
-,☆,16,2018/11/20 16:36,166-527-agekke,16828,乗客アプリ（地図から）,2051,1001,7,1,2018/11/20 16:43,,,35.450447 139.635947,馬車道駅（みなとみらい線）,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 16:39,,2018/11/20 16:53,,,2018/11/20 16:36,0:00:00,0:00:00,,00,06,,,,,
-,☆,16,2018/11/20 16:46,167-793-CAKE,16834,乗客アプリWeb（地図から）,5406,589,15,2,2018/11/20 16:47,,,35.456605 139.635327,横浜ベイホテル東急,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 16:48,,2018/11/20 17:05,,,2018/11/20 16:46,0:00:00,0:00:00,,00,02,,,,,
-,☆,16,2018/11/20 16:50,068-198-BANANA,16837,乗客アプリ（地図から）,2759,960,10,1,2018/11/20 16:50,,,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 16:54,,2018/11/20 17:08,,,2018/11/20 16:50,0:00:00,0:00:00,,00,04,,,,,
★,-,17,2018/11/20 16:38,015-954-RED 112-130-SUN,16829,乗客アプリ（地図から）,3445,710,8,2,,2018/11/20 17:38,2018/11/20 17:41,35.450447 139.635947,馬車道駅（みなとみらい線）,35.447546 139.64358,横浜開港資料館,2018/11/20 17:38,2018/11/20 17:38,2018/11/20 17:45,2018/11/20 17:45,2018/11/20 17:38,2018/11/20 17:38,0:03:19,0:06:38,424,00,00,05,04,,,
★,-,17,2018/11/20 16:56,111-233-SUN,16841,乗客アプリ（目的地から）,4442,653,7,1,,2018/11/20 17:54,2018/11/20 18:02,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/20 17:56,2018/11/20 17:56,2018/11/20 18:07,2018/11/20 18:07,2018/11/20 17:56,2018/11/20 17:56,0:07:56,0:07:56,,00,00,,,,,
★,-,17,2018/11/20 17:00,022-243-GREEN 022-242-GREEN,16842,乗客アプリ（地図から）,2568,999,11,2,,2018/11/20 17:06,2018/11/20 17:16,35.448801 139.636702,ホテルルートイン横浜馬車道,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 17:10,2018/11/20 17:10,2018/11/20 17:26,2018/11/20 17:26,2018/11/20 17:10,2018/11/20 17:10,0:10:13,0:20:26,,00,00,,,,,
-,-,17,2018/11/20 17:03,024-990-GREEN,16843,まちかど端末（乗降ポイントから）,0,583,9,1,,2018/11/20 17:05,2018/11/20 17:12,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/20 17:06,2018/11/20 17:06,2018/11/20 17:17,2018/11/20 17:17,,2018/11/20 17:03,0:07:14,0:07:14,,00,01,,,,,
-,-,17,2018/11/20 17:04,024-061-GREEN,16844,乗客アプリ（地図から）,3880,291,5,1,,2018/11/20 17:07,2018/11/20 17:17,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/20 17:09,2018/11/20 17:09,2018/11/20 17:23,2018/11/20 17:23,,2018/11/20 17:04,0:09:47,0:09:47,,00,03,,,,,
-,-,17,2018/11/20 17:08,025-026-GREEN 025-024-GREEN 025-025-GREEN,16845,まちかど端末（乗降ポイントから）,0,498,7,3,,2018/11/20 17:18,2018/11/20 17:39,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/20 17:16,2018/11/20 17:16,2018/11/20 17:32,2018/11/20 17:32,,2018/11/20 17:08,0:20:53,1:02:39,,01,10,,,,,
-,-,17,2018/11/20 17:10,019-033-RED,16846,乗客アプリ（地図から）,1789,102,3,1,,2018/11/20 17:20,2018/11/20 17:30,35.454389 139.630904,横浜ランドマークタワー,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/20 17:22,2018/11/20 17:22,2018/11/20 17:39,2018/11/20 17:39,,2018/11/20 17:10,0:10:14,0:10:14,,00,09,,,,,
★,-,17,2018/11/20 17:11,020-563-GREEN,16847,乗客アプリ（地図から）,2215,182,13,1,,2018/11/20 17:17,2018/11/20 17:19,35.453715 139.638133,横浜ワールドポーターズ,35.456605 139.635327,横浜ベイホテル東急,2018/11/20 17:21,2018/11/20 17:21,2018/11/20 17:32,2018/11/20 17:32,2018/11/20 17:21,2018/11/20 17:21,0:02:03,0:02:03,,00,00,,,,,
-,-,17,2018/11/20 17:15,022-228-GREEN,16848,まちかど端末（店舗から）,0,347,6,1,,2018/11/20 17:17,2018/11/20 17:23,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:18,2018/11/20 17:18,2018/11/20 17:30,2018/11/20 17:30,,2018/11/20 17:15,0:06:31,0:06:31,,00,01,,,,,
★,-,17,2018/11/20 17:16,069-324-BANANA,16850,乗客アプリ（地図から）,5203,146,5,1,,2018/11/20 17:21,2018/11/20 17:30,35.448801 139.636702,ホテルルートイン横浜馬車道,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 17:26,2018/11/20 17:26,2018/11/20 17:35,2018/11/20 17:35,2018/11/20 17:26,2018/11/20 17:26,0:08:52,0:08:52,,00,00,,,,,
★,-,17,2018/11/20 17:16,069-629-BANANA,16851,まちかど端末（乗降ポイントから）,0,396,9,1,,2018/11/20 17:21,2018/11/20 17:30,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445857 139.647636,ホテルモントレ横浜,2018/11/20 17:25,2018/11/20 17:25,2018/11/20 17:41,2018/11/20 17:41,2018/11/20 17:25,2018/11/20 17:25,0:09:44,0:09:44,,00,00,,,,,
-,-,17,2018/11/20 17:17,015-904-RED 015-906-RED 015-905-RED,16852,まちかど端末（店舗から）,0,137,11,3,,2018/11/20 17:22,2018/11/20 17:31,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:26,2018/11/20 17:26,2018/11/20 17:37,2018/11/20 17:38,,2018/11/20 17:17,0:08:26,0:25:18,,00,05,,,,,
-,-,17,2018/11/20 17:19,024-991-GREEN,16855,まちかど端末（乗降ポイントから）,0,416,15,1,,2018/11/20 17:24,2018/11/20 17:30,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:27,2018/11/20 17:27,2018/11/20 17:38,2018/11/20 17:38,,2018/11/20 17:19,0:05:30,0:05:30,,00,05,,,,,
★,-,17,2018/11/20 17:19,166-492-agekke,16856,乗客アプリ（地図から）,1751,431,11,1,,2018/11/20 17:25,2018/11/20 17:36,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/20 17:29,2018/11/20 17:29,2018/11/20 17:49,2018/11/20 17:49,2018/11/20 17:29,2018/11/20 17:29,0:10:39,0:10:39,,00,00,,,,,
-,-,17,2018/11/20 17:21,062-957-BANANA 062-841-BANANA,16858,まちかど端末（店舗から）,0,832,4,2,,2018/11/20 17:30,2018/11/20 17:36,35.448801 139.636702,ホテルルートイン横浜馬車道,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/20 17:29,2018/11/20 17:29,2018/11/20 17:37,2018/11/20 17:37,,2018/11/20 17:21,0:05:23,0:10:46,,01,08,,,,,
-,-,17,2018/11/20 17:23,029-590-GREEN,16860,まちかど端末（乗降ポイントから）,0,284,10,1,,2018/11/20 17:27,2018/11/20 17:41,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:27,2018/11/20 17:28,2018/11/20 17:38,2018/11/20 17:45,,2018/11/20 17:23,0:13:19,0:13:19,,00,04,,,,,
★,-,17,2018/11/20 17:24,118-127-SUN,16861,乗客アプリ（目的地から）,6783,407,10,1,,2018/11/20 17:30,2018/11/20 17:47,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/20 17:34,2018/11/20 17:34,2018/11/20 17:55,2018/11/20 17:55,2018/11/20 17:34,2018/11/20 17:34,0:17:32,0:17:32,,00,00,,,,,
-,-,17,2018/11/20 17:25,166-520-agekke,16862,乗客アプリ（地図から）,2424,64,5,1,,2018/11/20 17:34,2018/11/20 17:41,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/11/20 17:34,2018/11/20 17:34,2018/11/20 17:41,2018/11/20 17:41,,2018/11/20 17:25,0:06:55,0:06:55,,00,09,,,,,
-,-,17,2018/11/20 17:25,026-651-GREEN 024-989-GREEN 030-072-YELLOW 024-992-GREEN,16863,まちかど端末（店舗から）,0,72,6,4,,2018/11/20 17:30,2018/11/20 17:41,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.443908 139.635249,イセザキ・モール,2018/11/20 17:32,2018/11/20 17:32,2018/11/20 17:46,2018/11/20 17:46,,2018/11/20 17:25,0:11:05,0:44:20,,00,05,,,,,
-,-,17,2018/11/20 17:28,020-317-GREEN,16864,まちかど端末（店舗から）,0,298,9,1,,2018/11/20 17:35,2018/11/20 17:45,35.447541 139.644914,シルク博物館,35.443908 139.635249,イセザキ・モール,2018/11/20 17:36,2018/11/20 17:36,2018/11/20 17:44,2018/11/20 17:44,,2018/11/20 17:28,0:10:42,0:10:42,,00,06,,,,,
-,-,17,2018/11/20 17:29,167-808-CAKE,16865,乗客アプリ（目的地から）,6775,635,15,1,,2018/11/20 17:33,2018/11/20 17:38,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/20 17:36,2018/11/20 17:36,2018/11/20 17:45,2018/11/20 17:45,,2018/11/20 17:29,0:05:08,0:05:08,,00,03,,,,,
-,-,17,2018/11/20 17:35,053-158-STRAWBERRY 053-157-STRAWBERRY 053-162-STRAWBERRY,16866,乗客アプリ（目的地から）,5476,706,13,3,,2018/11/20 17:40,2018/11/20 17:54,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 17:46,2018/11/20 17:46,2018/11/20 18:02,2018/11/20 18:02,,2018/11/20 17:35,0:13:40,0:41:00,,00,04,,,,,
★,-,17,2018/11/20 17:36,024-958-GREEN,16867,まちかど端末（店舗から）,0,382,11,1,,2018/11/20 17:45,2018/11/20 17:51,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 17:46,2018/11/20 17:46,2018/11/20 17:59,2018/11/20 17:59,2018/11/20 17:46,2018/11/20 17:46,0:05:44,0:05:44,,00,00,,,,,
-,-,17,2018/11/20 17:37,002-673-BLUE,16868,乗客アプリ（簡単予約）,6126,199,10,1,,2018/11/20 17:51,2018/11/20 18:11,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 17:55,2018/11/20 17:55,2018/11/20 18:11,2018/11/20 18:16,,2018/11/20 17:37,0:19:59,0:19:59,,00,13,,,,,
-,-,17,2018/11/20 17:38,024-960-GREEN 024-959-GREEN 022-213-GREEN,16869,まちかど端末（乗降ポイントから）,0,505,9,3,,2018/11/20 17:52,2018/11/20 17:58,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:52,2018/11/20 17:54,2018/11/20 18:05,2018/11/20 18:07,,2018/11/20 17:38,0:06:11,0:18:33,,00,14,,,,,
-,-,17,2018/11/20 17:40,024-957-GREEN,16870,まちかど端末（店舗から）,0,160,8,1,,2018/11/20 17:52,2018/11/20 17:59,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 17:52,2018/11/20 17:52,2018/11/20 18:04,2018/11/20 18:04,,2018/11/20 17:40,0:06:15,0:06:15,,00,12,,,,,
-,-,17,2018/11/20 17:46,024-961-GREEN,16872,まちかど端末（店舗から）,0,967,8,1,,2018/11/20 17:52,2018/11/20 18:02,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/20 17:53,2018/11/20 17:53,2018/11/20 18:09,2018/11/20 18:09,,2018/11/20 17:46,0:09:32,0:09:32,,00,06,,,,,
-,-,17,2018/11/20 17:48,023-960-GREEN,16875,乗客アプリ（簡単予約）,5719,588,10,1,,2018/11/20 18:02,2018/11/20 18:11,35.454389 139.630904,横浜ランドマークタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 18:01,2018/11/20 18:07,2018/11/20 18:15,2018/11/20 18:21,,2018/11/20 17:48,0:08:36,0:08:36,,00,14,,,,,
-,-,17,2018/11/20 17:48,068-134-BANANA,16876,まちかど端末（店舗から）,0,657,15,1,,2018/11/20 17:50,2018/11/20 17:56,35.450554 139.632616,横浜桜木町ワシントンホテル,35.443908 139.635249,イセザキ・モール,2018/11/20 17:50,2018/11/20 17:50,2018/11/20 17:59,2018/11/20 17:59,,2018/11/20 17:48,0:05:50,0:05:50,,00,02,,,,,
-,-,17,2018/11/20 17:54,166-520-agekke,16879,乗客アプリ（地図から）,2424,29,13,1,,2018/11/20 17:59,2018/11/20 18:05,35.445783 139.642958,横浜情報文化センター,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/20 17:59,2018/11/20 17:59,2018/11/20 18:04,2018/11/20 18:04,,2018/11/20 17:54,0:06:28,0:06:28,,00,05,,,,,
★,☆,17,2018/11/20 16:22,118-127-SUN,16819,乗客アプリ（目的地から）,6783,718,11,1,2018/11/20 16:23,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/20 17:22,,2018/11/20 17:39,,2018/11/20 17:22,2018/11/20 17:22,0:00:00,0:00:00,,00,00,,,,※256行と同一人物と思われるため一番短いものを採用,
★,☆,17,2018/11/20 16:28,068-274-BANANA,16827,乗客アプリ（地図から）,6764,173,8,1,2018/11/20 16:29,,,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/20 17:28,,2018/11/20 17:35,,2018/11/20 17:28,2018/11/20 17:28,0:00:00,0:00:00,,00,00,,,,,
★,☆,17,2018/11/20 16:39,118-127-SUN,16830,乗客アプリ（目的地から）,6783,178,6,1,2018/11/20 17:21,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/20 17:39,,2018/11/20 17:56,,2018/11/20 17:39,2018/11/20 17:39,0:00:00,0:00:00,,00,,,,,※254行と同一人物と思われるため一番短いものを採用,
★,☆,17,2018/11/20 17:18,002-673-BLUE,16854,乗客アプリ（目的地から）,6126,687,13,1,2018/11/20 17:35,,,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/20 17:28,,2018/11/20 17:42,,2018/11/20 17:28,2018/11/20 17:28,0:00:00,0:00:00,,00,07,,,,,
-,☆,17,2018/11/20 17:21,024-989-GREEN 026-651-GREEN 030-072-YELLOW 024-992-GREEN,16857,まちかど端末（店舗から）,0,17,6,4,2018/11/20 17:22,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 17:32,,2018/11/20 17:48,,,2018/11/20 17:21,0:00:00,0:00:00,,00,11,,,,,
-,☆,17,2018/11/20 17:46,113-790-SUN,16871,乗客アプリ（目的地から）,5020,302,9,1,2018/11/20 17:46,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 18:07,,2018/11/20 18:20,,,2018/11/20 17:46,0:00:00,0:00:00,,00,21,,,,,
★,☆,17,2018/11/20 17:47,002-688-BLUE,16873,まちかど端末（店舗から）,0,809,13,1,2018/11/20 17:48,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.454389 139.630904,横浜ランドマークタワー,2018/11/20 17:57,,2018/11/20 18:14,,2018/11/20 17:57,2018/11/20 17:57,0:00:00,0:00:00,,00,00,,,,,
-,☆,17,2018/11/20 17:47,068-133-BANANA,16874,まちかど端末（店舗から）,0,412,9,1,2018/11/20 18:10,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.441441 139.648505,横浜中華街朱雀門,2018/11/20 18:07,,2018/11/20 18:19,,,2018/11/20 17:47,0:00:00,0:00:00,,00,22,,,,,
★,-,18,2018/11/20 17:16,069-914-BANANA 069-917-BANANA,16849,乗客アプリ（地図から）,2475,579,11,2,,2018/11/20 18:15,2018/11/20 18:22,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/20 18:16,2018/11/20 18:16,2018/11/20 18:23,2018/11/20 18:22,2018/11/20 18:16,2018/11/20 18:16,0:06:56,0:13:52,342,00,00,09,06,,,
