,,,日時,乗車ID,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,,,
-,-,14,2018/11/28 14:52,063-515-BANANA,21280,乗客アプリ（地図から）,3512,561,7,1,,2018/11/28 14:57,2018/11/28 15:05,35.462896 139.63236,ホテルビスタプレミオみなとみらい,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 14:54,2018/11/28 14:54,2018/11/28 15:02,2018/11/28 15:02,,2018/11/28 14:52,0:07:56,0:07:56,,03,04,,,,,
-,-,14,2018/11/28 14:55,104-675-SNOW,21283,乗客アプリ（目的地から）,6775,473,1,1,,2018/11/28 15:04,2018/11/28 15:20,35.452963 139.642093,横浜赤レンガ倉庫,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 15:05,2018/11/28 15:05,2018/11/28 15:16,2018/11/28 15:16,,2018/11/28 14:55,0:15:40,0:15:40,,00,08,,,,,
-,-,14,2018/11/28 14:55,116-092-SUN 116-079-SUN 116-099-SUN 116-091-SUN,21284,乗客アプリ（目的地から）,7653,128,10,4,,2018/11/28 15:06,2018/11/28 15:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 15:06,2018/11/28 15:10,2018/11/28 15:19,2018/11/28 15:24,,2018/11/28 14:55,0:06:48,0:27:12,,00,10,,,,,
-,-,14,2018/11/28 14:57,031-088-YELLOW 031-089-YELLOW,21285,乗客アプリ（地図から）,6760,437,11,2,,2018/11/28 15:03,2018/11/28 15:13,35.441002 139.650809,横浜元町ショッピングストリート,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 15:00,2018/11/28 15:00,2018/11/28 15:22,2018/11/28 15:22,,2018/11/28 14:57,0:09:30,0:19:00,,03,06,,,,,
-,-,14,2018/11/28 14:59,026-052-GREEN 026-057-GREEN,21286,乗客アプリ（地図から）,6917,189,9,2,,2018/11/28 15:09,2018/11/28 15:16,35.447541 139.644914,シルク博物館,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/28 15:13,2018/11/28 15:13,2018/11/28 15:26,2018/11/28 15:26,,2018/11/28 14:59,0:07:08,0:14:16,,00,10,,,,,
-,-,14,2018/11/28 15:00,034-303-YELLOW,21287,乗客アプリ（地図から）,7635,630,3,1,,2018/11/28 15:04,2018/11/28 15:10,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 15:05,2018/11/28 15:05,2018/11/28 15:18,2018/11/28 15:18,,2018/11/28 15:00,0:06:33,0:06:33,,00,04,,,,,
-,-,14,2018/11/28 15:00,115-637-SUN,21288,乗客アプリ（目的地から）,5718,888,13,1,,2018/11/28 15:08,2018/11/28 15:20,35.447541 139.644914,シルク博物館,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 15:12,2018/11/28 15:12,2018/11/28 15:26,2018/11/28 15:26,,2018/11/28 15:00,0:12:26,0:12:26,,00,07,,,,,
-,-,14,2018/11/28 15:02,167-997-CAKE,21289,乗客アプリWeb（地図から）,7652,774,10,1,,2018/11/28 15:07,2018/11/28 15:13,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 15:12,2018/11/28 15:12,2018/11/28 15:22,2018/11/28 15:22,,2018/11/28 15:02,0:06:12,0:06:12,,00,04,,,,,
-,-,14,2018/11/28 15:05,009-311-BLUE 027-738-GREEN 009-312-BLUE,21290,乗客アプリ（地図から）,2530,547,4,3,,2018/11/28 15:09,2018/11/28 15:23,35.443073 139.651914,横浜人形の家,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 15:09,2018/11/28 15:09,2018/11/28 15:32,2018/11/28 15:32,,2018/11/28 15:05,0:13:50,0:41:30,,00,03,,,,,
-,☆,14,2018/11/28 15:07,075-827-ORANGE 075-828-ORANGE,21291,乗客アプリ（目的地から）,4962,969,1,2,2018/11/28 15:40,2018/11/28 15:14,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 15:16,2018/11/28 15:16,2018/11/28 15:41,,,2018/11/28 15:07,,,,00,33,,,,,
-,☆,14,2018/11/28 14:29,166-518-agekke,21266,乗客アプリ（地図から）,2990,477,11,1,2018/11/28 14:36,,,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 14:37,,2018/11/28 14:54,,,2018/11/28 14:29,0:00:00,0:00:00,,00,08,,,,,
★,☆,14,2018/11/28 14:41,033-341-YELLOW 033-538-YELLOW 033-532-YELLOW 033-996-YELLOW 026-826-GREEN,21272,乗客アプリ（地図から）,3790,523,4,5,2018/11/28 14:46,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 15:02,,2018/11/28 15:24,,2018/11/28 14:51,2018/11/28 14:51,0:00:00,0:00:00,,00,,,,,※210行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/28 14:46,026-826-GREEN,21275,乗客アプリ（地図から）,3790,445,9,1,2018/11/28 14:46,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:51,,2018/11/28 15:09,,,2018/11/28 14:46,0:00:00,0:00:00,,00,05,,,,※209行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/28 14:48,116-092-SUN 116-079-SUN 116-091-SUN,21277,乗客アプリ（目的地から）,7653,412,1,3,2018/11/28 14:51,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:53,,2018/11/28 15:05,,,2018/11/28 14:48,0:00:00,0:00:00,,00,,,,,※212行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/28 14:53,116-092-SUN 116-079-SUN 116-091-SUN,21281,乗客アプリ（目的地から）,7653,539,1,3,2018/11/28 14:54,,,35.450554 139.632616,横浜桜木町ワシントンホテル,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 14:56,,2018/11/28 15:08,,,2018/11/28 14:53,0:00:00,0:00:00,,00,03,,,,※211行と同一人物と思われるため一番短い待ち時間を採用,
-,☆,14,2018/11/28 14:00,033-861-YELLOW 033-862-YELLOW,21249,乗客アプリ（目的地から）,6734,868,6,2,2018/11/28 14:03,,,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 14:07,,2018/11/28 14:23,,,2018/11/28 14:00,0:00:00,0:00:00,,00,06,,,,,
★,-,15,2018/11/28 14:54,036-303-YELLOW,21282,乗客アプリ（地図から）,7586,133,13,1,,2018/11/28 15:03,2018/11/28 15:11,35.450447 139.635947,馬車道駅（みなとみらい線）,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 15:04,2018/11/28 15:06,2018/11/28 15:12,2018/11/28 15:16,2018/11/28 15:04,2018/11/28 15:04,0:08:27,0:08:27,281,00,00,05,05,,,
-,-,15,2018/11/28 15:09,033-946-YELLOW,21292,乗客アプリ（Myルートから）,6658,430,2,1,,2018/11/28 15:14,2018/11/28 15:28,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/28 15:15,2018/11/28 15:15,2018/11/28 15:26,2018/11/28 15:26,,2018/11/28 15:09,0:13:48,0:13:48,,00,04,,,,,
-,-,15,2018/11/28 15:12,033-960-YELLOW,21293,乗客アプリ（地図から）,2737,689,11,1,,2018/11/28 15:14,2018/11/28 15:23,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443908 139.635249,イセザキ・モール,2018/11/28 15:14,2018/11/28 15:14,2018/11/28 15:28,2018/11/28 15:28,,2018/11/28 15:12,0:09:11,0:09:11,,00,01,,,,,
-,-,15,2018/11/28 15:13,033-785-YELLOW 020-644-GREEN 020-645-GREEN,21294,まちかど端末（乗降ポイントから）,0,412,3,3,,2018/11/28 15:18,2018/11/28 15:28,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 15:22,2018/11/28 15:22,2018/11/28 15:43,2018/11/28 15:43,,2018/11/28 15:13,0:10:38,0:31:54,,00,05,,,,,
★,-,15,2018/11/28 15:15,065-641-BANANA 076-771-ORANGE,21295,乗客アプリ（Myルートから）,2892,934,2,2,,2018/11/28 15:21,2018/11/28 15:34,35.456605 139.635327,横浜ベイホテル東急,35.445783 139.642958,横浜情報文化センター,2018/11/28 15:25,2018/11/28 15:25,2018/11/28 15:41,2018/11/28 15:41,2018/11/28 15:25,2018/11/28 15:25,0:13:02,0:26:04,,00,00,,,,,
-,-,15,2018/11/28 15:15,102-469-SNOW,21296,乗客アプリ（目的地から）,7188,979,15,1,,2018/11/28 15:21,2018/11/28 15:26,35.441002 139.650809,横浜元町ショッピングストリート,35.445783 139.642958,横浜情報文化センター,2018/11/28 15:19,2018/11/28 15:19,2018/11/28 15:27,2018/11/28 15:27,,2018/11/28 15:15,0:05:43,0:05:43,,01,05,,,,,
-,-,15,2018/11/28 15:21,073-450-ORANGE 073-449-ORANGE,21298,まちかど端末（店舗から）,0,318,6,2,,2018/11/28 15:37,2018/11/28 15:37,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/28 15:28,2018/11/28 15:28,2018/11/28 15:38,2018/11/28 15:38,,2018/11/28 15:21,0:00:11,0:00:22,,08,15,,,,,
-,-,15,2018/11/28 15:22,000-040-BLUE 023-602-GREEN,21299,乗客アプリ（目的地から）,7646,230,5,2,,2018/11/28 15:28,2018/11/28 15:32,35.456605 139.635327,横浜ベイホテル東急,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 15:32,2018/11/28 15:32,2018/11/28 15:44,2018/11/28 15:44,,2018/11/28 15:22,0:04:22,0:08:44,,00,05,,,,,
-,-,15,2018/11/28 15:23,026-052-GREEN 026-057-GREEN,21300,乗客アプリ（地図から）,6917,85,4,2,,2018/11/28 15:31,2018/11/28 15:38,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 15:34,2018/11/28 15:34,2018/11/28 15:49,2018/11/28 15:49,,2018/11/28 15:23,0:07:15,0:14:30,,00,07,,,,,
-,-,15,2018/11/28 15:27,036-303-YELLOW,21301,乗客アプリ（地図から）,7586,765,15,1,,2018/11/28 15:32,2018/11/28 15:36,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.441441 139.648505,横浜中華街朱雀門,2018/11/28 15:28,2018/11/28 15:28,2018/11/28 15:34,2018/11/28 15:34,,2018/11/28 15:27,0:03:48,0:03:48,,03,05,,,,,
-,-,15,2018/11/28 15:29,033-227-YELLOW,21302,まちかど端末（乗降ポイントから）,0,24,3,1,,2018/11/28 15:36,2018/11/28 15:50,35.447546 139.64358,横浜開港資料館,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 15:36,2018/11/28 15:36,2018/11/28 15:53,2018/11/28 15:53,,2018/11/28 15:29,0:13:31,0:13:31,,00,07,,,,,
★,-,15,2018/11/28 15:34,072-451-ORANGE 033-787-YELLOW 016-872-RED,21303,まちかど端末（店舗から）,0,634,7,3,,2018/11/28 15:38,2018/11/28 15:43,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 15:43,2018/11/28 15:43,2018/11/28 15:55,2018/11/28 15:55,2018/11/28 15:43,2018/11/28 15:43,0:05:08,0:15:24,,00,00,,,,,
-,-,15,2018/11/28 15:36,102-469-SNOW,21304,乗客アプリ（目的地から）,7188,155,2,1,,2018/11/28 15:38,2018/11/28 15:52,35.445783 139.642958,横浜情報文化センター,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 15:38,2018/11/28 15:38,2018/11/28 15:55,2018/11/28 15:55,,2018/11/28 15:36,0:13:55,0:13:55,,00,01,,,,,
-,-,15,2018/11/28 15:37,076-467-ORANGE,21305,まちかど端末（乗降ポイントから）,0,277,5,1,,2018/11/28 15:44,2018/11/28 15:49,35.45435 139.631762,横浜ロイヤルパークホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 15:47,2018/11/28 15:47,2018/11/28 15:57,2018/11/28 15:57,,2018/11/28 15:37,0:04:42,0:04:42,,00,06,,,,,
-,-,15,2018/11/28 15:39,026-880-GREEN,21306,乗客アプリ（地図から）,3738,127,7,1,,2018/11/28 15:51,2018/11/28 16:08,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.448676 139.635696,横浜平和プラザホテル,2018/11/28 15:55,2018/11/28 15:55,2018/11/28 16:07,2018/11/28 16:07,,2018/11/28 15:39,0:16:52,0:16:52,,00,11,,,,,
-,-,15,2018/11/28 15:40,167-990-CAKE,21307,乗客アプリWeb（地図から）,7621,918,1,3,,2018/11/28 15:50,2018/11/28 16:00,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 15:50,2018/11/28 15:50,2018/11/28 16:07,2018/11/28 16:07,,2018/11/28 15:40,0:09:23,0:28:09,,00,10,,,,,
★,-,15,2018/11/28 15:47,033-180-YELLOW 020-524-GREEN,21309,まちかど端末（店舗から）,0,475,5,2,,2018/11/28 15:52,2018/11/28 15:53,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/28 15:56,2018/11/28 15:56,2018/11/28 16:03,2018/11/28 16:03,2018/11/28 15:56,2018/11/28 15:56,0:01:32,0:03:04,,00,00,,,,,
-,-,15,2018/11/28 15:48,104-675-SNOW,21310,乗客アプリ（目的地から）,6775,632,4,1,,2018/11/28 15:59,2018/11/28 16:19,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 15:51,2018/11/28 16:03,2018/11/28 16:10,2018/11/28 16:26,,2018/11/28 15:48,0:20:23,0:20:23,,07,10,,,,,
-,-,15,2018/11/28 15:54,076-576-ORANGE,21312,まちかど端末（店舗から）,0,549,8,1,,2018/11/28 15:59,2018/11/28 16:13,35.443704 139.651332,ホテルメルパルク横浜,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 15:56,2018/11/28 15:56,2018/11/28 16:17,2018/11/28 16:17,,2018/11/28 15:54,0:14:27,0:14:27,,02,04,,,,,
-,-,15,2018/11/28 15:55,166-486-agekke,21313,まちかど端末（乗降ポイントから）,0,734,15,1,,2018/11/28 15:59,2018/11/28 16:08,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 16:00,2018/11/28 16:00,2018/11/28 16:20,2018/11/28 16:20,,2018/11/28 15:55,0:08:25,0:08:25,,00,04,,,,,
-,-,15,2018/11/28 15:57,118-432-SUN,21315,乗客アプリ（Myルートから）,7474,340,3,1,,2018/11/28 16:01,2018/11/28 16:07,35.450554 139.632616,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/28 16:02,2018/11/28 16:02,2018/11/28 16:13,2018/11/28 16:13,,2018/11/28 15:57,0:06:06,0:06:06,,00,03,,,,,
-,-,15,2018/11/28 15:59,000-040-BLUE 023-602-GREEN,21316,乗客アプリ（目的地から）,7646,657,6,2,,2018/11/28 16:04,2018/11/28 16:11,35.448676 139.635696,横浜平和プラザホテル,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/28 16:03,2018/11/28 16:03,2018/11/28 16:14,2018/11/28 16:14,,2018/11/28 15:59,0:06:57,0:13:54,,00,04,,,,,
★,-,16,2018/11/28 15:19,006-698-BLUE,21297,乗客アプリ（目的地から）,1199,226,10,1,,2018/11/28 16:16,2018/11/28 16:23,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 16:19,2018/11/28 16:19,2018/11/28 16:32,2018/11/28 16:32,2018/11/28 16:19,2018/11/28 16:19,0:07:33,0:07:33,655,00,00,04,03,,,
★,-,16,2018/11/28 15:44,033-526-YELLOW 033-525-YELLOW 033-964-YELLOW,21308,まちかど端末（乗降ポイントから）,0,9,11,3,,2018/11/28 16:46,2018/11/28 16:56,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/28 16:44,2018/11/28 16:44,2018/11/28 17:01,2018/11/28 17:01,2018/11/28 16:44,2018/11/28 16:44,0:09:55,0:29:45,,02,02,,,,,
★,-,16,2018/11/28 15:54,063-058-BANANA,21311,乗客アプリ（Myルートから）,5037,427,7,1,,2018/11/28 16:04,2018/11/28 16:13,35.443908 139.635249,イセザキ・モール,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 16:04,2018/11/28 16:04,2018/11/28 16:15,2018/11/28 16:15,2018/11/28 16:04,2018/11/28 16:04,0:08:33,0:08:33,,00,00,,,,,
★,-,16,2018/11/28 15:57,024-718-GREEN,21314,乗客アプリ（地図から）,4256,836,4,1,,2018/11/28 16:02,2018/11/28 16:25,35.44291 139.650404,元町・中華街駅（みなとみらい線）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/28 16:07,2018/11/28 16:07,2018/11/28 16:33,2018/11/28 16:33,2018/11/28 16:07,2018/11/28 16:07,0:22:49,0:22:49,,00,00,,,,,
-,-,16,2018/11/28 16:01,020-912-GREEN 070-976-ORANGE,21317,乗客アプリ（簡単予約）,3620,643,1,2,,2018/11/28 16:05,2018/11/28 16:10,35.453715 139.638133,横浜ワールドポーターズ,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 16:05,2018/11/28 16:05,2018/11/28 16:17,2018/11/28 16:17,,2018/11/28 16:01,0:04:39,0:09:18,,00,03,,,,,
-,-,16,2018/11/28 16:02,033-423-YELLOW,21318,まちかど端末（店舗から）,0,984,2,1,,2018/11/28 16:03,2018/11/28 16:09,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450554 139.632616,横浜桜木町ワシントンホテル,2018/11/28 16:03,2018/11/28 16:03,2018/11/28 16:14,2018/11/28 16:14,,2018/11/28 16:02,0:05:39,0:05:39,,00,01,,,,,
-,-,16,2018/11/28 16:05,116-100-SUN 116-093-SUN,21319,乗客アプリ（地図から）,7659,133,2,2,,2018/11/28 16:09,2018/11/28 16:16,35.450554 139.632616,横浜桜木町ワシントンホテル,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 16:11,2018/11/28 16:11,2018/11/28 16:24,2018/11/28 16:24,,2018/11/28 16:05,0:06:18,0:12:36,,00,04,,,,,
-,-,16,2018/11/28 16:05,113-342-SUN 117-331-SUN,21320,まちかど端末（店舗から）,0,334,3,2,,2018/11/28 16:09,2018/11/28 16:15,35.454211 139.642721,MARINE & WALK YOKOHAMA,35.450447 139.635947,馬車道駅（みなとみらい線）,2018/11/28 16:10,2018/11/28 16:10,2018/11/28 16:21,2018/11/28 16:30,,2018/11/28 16:05,0:06:06,0:12:12,,00,03,,,,,
★,-,16,2018/11/28 16:06,026-955-GREEN 027-828-GREEN,21321,乗客アプリ（目的地から）,4033,69,4,2,,2018/11/28 16:13,2018/11/28 16:31,35.448676 139.635696,横浜平和プラザホテル,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 16:16,2018/11/28 16:16,2018/11/28 16:42,2018/11/28 16:42,2018/11/28 16:16,2018/11/28 16:16,0:18:41,0:37:22,,00,00,,,,,
-,-,16,2018/11/28 16:06,067-445-BANANA,21322,乗客アプリ（地図から）,1162,185,9,1,,2018/11/28 16:11,2018/11/28 16:15,35.447541 139.644914,シルク博物館,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/28 16:11,2018/11/28 16:11,2018/11/28 16:18,2018/11/28 16:18,,2018/11/28 16:06,0:03:57,0:03:57,,00,04,,,,,
-,-,16,2018/11/28 16:07,075-979-ORANGE 075-975-ORANGE,21323,乗客アプリ（地図から）,7650,806,5,2,,2018/11/28 16:13,2018/11/28 16:16,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.445857 139.647636,ホテルモントレ横浜,2018/11/28 16:20,2018/11/28 16:20,2018/11/28 16:25,2018/11/28 16:25,,2018/11/28 16:07,0:03:10,0:06:20,,00,05,,,,,
-,-,16,2018/11/28 16:08,034-304-YELLOW,21324,まちかど端末（店舗から）,0,540,15,1,,2018/11/28 16:15,2018/11/28 16:28,35.454389 139.630904,横浜ランドマークタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/28 16:14,2018/11/28 16:14,2018/11/28 16:28,2018/11/28 16:41,,2018/11/28 16:08,0:12:35,0:12:35,,00,06,,,,,
-,-,16,2018/11/28 16:09,033-614-YELLOW 033-615-YELLOW 033-624-YELLOW 033-616-YELLOW,21325,乗客アプリ（地図から）,4077,117,9,4,,2018/11/28 16:20,2018/11/28 16:29,35.443908 139.635249,イセザキ・モール,35.453715 139.638133,横浜ワールドポーターズ,2018/11/28 16:23,2018/11/28 16:23,2018/11/28 16:35,2018/11/28 16:35,,2018/11/28 16:09,0:09:23,0:37:32,,00,10,,,,,
★,-,16,2018/11/28 16:09,117-453-SUN 117-801-SUN,21326,乗客アプリ（地図から）,7647,757,3,2,,2018/11/28 16:21,2018/11/28 16:27,35.443908 139.635249,イセザキ・モール,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 16:19,2018/11/28 16:19,2018/11/28 16:39,2018/11/28 16:39,2018/11/28 16:19,2018/11/28 16:19,0:06:56,0:13:52,,01,01,,,,,
-,-,16,2018/11/28 16:11,033-788-YELLOW 033-808-YELLOW 033-789-YELLOW,21327,まちかど端末（店舗から）,0,765,8,3,,2018/11/28 16:15,2018/11/28 16:20,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 16:14,2018/11/28 16:14,2018/11/28 16:25,2018/11/28 16:25,,2018/11/28 16:11,0:05:18,0:15:54,,00,03,,,,,
-,-,16,2018/11/28 16:12,026-052-GREEN 026-057-GREEN,21328,乗客アプリ（地図から）,6917,775,6,2,,2018/11/28 16:21,2018/11/28 16:33,35.441441 139.648505,横浜中華街朱雀門,35.443908 139.635249,イセザキ・モール,2018/11/28 16:24,2018/11/28 16:24,2018/11/28 16:35,2018/11/28 16:35,,2018/11/28 16:12,0:11:23,0:22:46,,00,09,,,,,
-,-,16,2018/11/28 16:12,166-510-agekke,21329,乗客アプリ（地図から）,5385,848,11,1,,2018/11/28 16:19,2018/11/28 16:26,35.443908 139.635249,イセザキ・モール,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 16:18,2018/11/28 16:18,2018/11/28 16:32,2018/11/28 16:32,,2018/11/28 16:12,0:07:00,0:07:00,,00,06,,,,,
★,-,16,2018/11/28 16:15,076-067-ORANGE,21330,乗客アプリ（地図から）,3720,953,15,1,,2018/11/28 16:19,2018/11/28 16:35,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/28 16:25,2018/11/28 16:25,2018/11/28 16:49,2018/11/28 16:49,2018/11/28 16:25,2018/11/28 16:25,0:16:06,0:16:06,,00,00,,,,,
-,-,16,2018/11/28 16:15,033-787-YELLOW 072-451-ORANGE 016-872-RED,21331,まちかど端末（店舗から）,0,295,7,3,,2018/11/28 16:19,2018/11/28 16:30,35.456605 139.635327,横浜ベイホテル東急,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/28 16:20,2018/11/28 16:20,2018/11/28 16:36,2018/11/28 16:36,,2018/11/28 16:15,0:11:11,0:33:33,,00,03,,,,,
-,-,16,2018/11/28 16:18,076-530-ORANGE 076-529-ORANGE,21332,乗客アプリ（目的地から）,7575,558,1,2,,2018/11/28 16:20,2018/11/28 16:27,35.455715 139.638114,横浜みなとみらい万葉倶楽部,35.445857 139.647636,ホテルモントレ横浜,2018/11/28 16:22,2018/11/28 16:22,2018/11/28 16:34,2018/11/28 16:34,,2018/11/28 16:18,0:06:54,0:13:48,,00,02,,,,,
-,-,16,2018/11/28 16:19,025-998-GREEN,21333,乗客アプリ（地図から）,5621,79,5,1,,2018/11/28 16:22,2018/11/28 16:25,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.44291 139.650404,元町・中華街駅（みなとみらい線）,2018/11/28 16:22,2018/11/28 16:22,2018/11/28 16:26,2018/11/28 16:26,,2018/11/28 16:19,0:02:59,0:02:59,,00,02,,,,,
-,-,16,2018/11/28 16:21,113-154-SUN,21334,乗客アプリ（地図から）,7634,472,5,1,,2018/11/28 16:27,2018/11/28 16:38,35.443073 139.651914,横浜人形の家,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/28 16:27,2018/11/28 16:27,2018/11/28 16:50,2018/11/28 16:50,,2018/11/28 16:21,0:11:11,0:11:11,,00,05,,,,,
-,-,16,2018/11/28 16:23,023-243-GREEN,21335,乗客アプリ（簡単予約）,4026,330,6,1,,2018/11/28 16:28,2018/11/28 16:39,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.454389 139.630904,横浜ランドマークタワー,2018/11/28 16:27,2018/11/28 16:27,2018/11/28 16:46,2018/11/28 16:46,,2018/11/28 16:23,0:11:33,0:11:33,,01,05,,,,,
-,-,16,2018/11/28 16:25,168-000-CAKE,21337,乗客アプリWeb（地図から）,7660,395,10,1,,2018/11/28 16:31,2018/11/28 16:39,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/28 16:33,2018/11/28 16:33,2018/11/28 16:48,2018/11/28 16:48,,2018/11/28 16:25,0:08:03,0:08:03,,00,06,,,,,
-,-,16,2018/11/28 16:26,166-503-agekke,21338,乗客アプリ（地図から）,2306,846,2,1,,2018/11/28 16:36,2018/11/28 16:41,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.456605 139.635327,横浜ベイホテル東急,2018/11/28 16:35,2018/11/28 16:35,2018/11/28 16:45,2018/11/28 16:45,,2018/11/28 16:26,0:04:43,0:04:43,,00,10,,,,,
-,-,16,2018/11/28 16:26,065-453-BANANA,21339,まちかど端末（店舗から）,0,710,8,1,,2018/11/28 16:30,2018/11/28 16:40,35.448801 139.636702,ホテルルートイン横浜馬車道,35.454211 139.642721,MARINE & WALK YOKOHAMA,2018/11/28 16:33,2018/11/28 16:33,2018/11/28 16:42,2018/11/28 16:42,,2018/11/28 16:26,0:09:46,0:09:46,,00,04,,,,,
-,-,16,2018/11/28 16:34,034-098-YELLOW,21340,まちかど端末（店舗から）,0,405,1,1,,2018/11/28 16:42,2018/11/28 16:49,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/28 16:37,2018/11/28 16:37,2018/11/28 16:49,2018/11/28 16:49,,2018/11/28 16:34,0:07:43,0:07:43,,04,08,,,,,
